"Label (Grouping)","Total:","Total:!!Under 18 years","Total:!!18 to 24 years","Total:!!25 to 34 years","Total:!!35 to 44 years","Total:!!45 to 54 years","Total:!!55 to 64 years","Total:!!65 years and over"
"Upper St. Clair CDP, Pennsylvania","","","","","","","",""
"    Estimate","19,738","4,868","882","2,277","2,060","3,313","2,644","3,694"
"West Chester borough, Pennsylvania","","","","","","","",""
"    Estimate","22,346","1,775","10,151","3,863","1,939","1,151","2,143","1,324"
"Wilkes-Barre city, Pennsylvania","","","","","","","",""
"    Estimate","40,760","9,075","5,020","6,747","5,165","4,094","4,619","6,040"
"Williamsport city, Pennsylvania","","","","","","","",""
"    Estimate","28,191","5,641","5,000","4,141","3,047","2,444","3,676","4,242"
"York city, Pennsylvania","","","","","","","",""
"    Estimate","43,951","11,194","4,545","6,500","6,042","5,349","5,791","4,530"
"Central Falls city, Rhode Island","","","","","","","",""
"    Estimate","23,484","7,353","3,110","4,060","2,160","2,703","2,736","1,362"
"Cranston city, Rhode Island","","","","","","","",""
"    Estimate","81,459","16,533","6,307","10,278","13,122","10,240","10,470","14,509"
"East Providence city, Rhode Island","","","","","","","",""
"    Estimate","47,612","8,208","2,227","7,908","6,239","4,328","7,724","10,978"
"Newport city, Rhode Island","","","","","","","",""
"    Estimate","24,327","3,325","3,994","3,724","3,696","2,545","2,891","4,152"
"Pawtucket city, Rhode Island","","","","","","","",""
"    Estimate","72,108","15,713","6,198","13,021","7,545","10,533","9,401","9,697"
"Providence city, Rhode Island","","","","","","","",""
"    Estimate","179,875","36,020","30,300","31,431","24,316","18,852","16,752","22,204"
"Warwick city, Rhode Island","","","","","","","",""
"    Estimate","81,006","14,481","5,422","10,360","10,573","10,645","12,645","16,880"
"Woonsocket city, Rhode Island","","","","","","","",""
"    Estimate","41,759","8,747","2,636","8,509","4,938","5,040","6,129","5,760"
"Aiken city, South Carolina","","","","","","","",""
"    Estimate","30,864","5,655","2,185","4,897","2,159","3,739","3,732","8,497"
"Anderson city, South Carolina","","","","","","","",""
"    Estimate","27,679","6,401","3,357","3,783","2,873","2,603","3,587","5,075"
"Bluffton town, South Carolina","","","","","","","",""
"    Estimate","25,561","6,877","1,894","2,924","2,978","3,694","3,010","4,184"
"Charleston city, South Carolina","","","","","","","",""
"    Estimate","143,151","27,372","15,488","32,503","17,904","13,217","14,446","22,221"
"Columbia city, South Carolina","","","","","","","",""
"    Estimate","131,323","22,290","34,042","21,194","12,503","13,791","13,033","14,470"
"Conway city, South Carolina","","","","","","","",""
"    Estimate","25,958","5,241","4,789","3,913","3,531","1,758","3,463","3,263"
"Easley city, South Carolina","","","","","","","",""
"    Estimate","22,342","4,527","2,227","3,495","2,769","2,845","2,937","3,542"
"Five Forks CDP, South Carolina","","","","","","","",""
"    Estimate","21,200","6,745","906","1,759","2,908","3,720","2,827","2,335"
"Florence city, South Carolina","","","","","","","",""
"    Estimate","38,521","10,731","1,934","5,485","4,133","4,900","4,127","7,211"
"Fort Mill town, South Carolina","","","","","","","",""
"    Estimate","21,998","6,856","905","1,688","3,870","4,309","1,859","2,511"
"Goose Creek city, South Carolina","","","","","","","",""
"    Estimate","43,684","9,478","7,928","4,465","6,013","4,202","5,107","6,491"
"Greenville city, South Carolina","","","","","","","",""
"    Estimate","70,633","10,985","9,883","14,046","8,081","8,516","8,673","10,449"
"Greenwood city, South Carolina","","","","","","","",""
"    Estimate","24,740","6,413","3,225","4,139","3,245","1,419","2,379","3,920"
"Greer city, South Carolina","","","","","","","",""
"    Estimate","36,015","8,517","3,149","5,060","5,736","4,664","2,971","5,918"
"Hanahan city, South Carolina","","","","","","","",""
"    Estimate","26,916","6,974","2,192","4,761","3,392","3,997","2,743","2,857"
"Hilton Head Island town, South Carolina","","","","","","","",""
"    Estimate","39,856","5,541","1,792","3,232","2,365","3,991","7,373","15,562"
"Lexington town, South Carolina","","","","","","","",""
"    Estimate","25,540","6,721","1,405","3,634","3,671","3,309","2,911","3,889"
"Mauldin city, South Carolina","","","","","","","",""
"    Estimate","25,407","6,462","2,239","2,535","3,754","3,009","3,160","4,248"
"Mount Pleasant town, South Carolina","","","","","","","",""
"    Estimate","91,668","19,724","5,712","8,393","15,295","12,724","12,605","17,215"
"Myrtle Beach city, South Carolina","","","","","","","",""
"    Estimate","34,689","6,875","2,080","3,429","4,708","4,822","4,706","8,069"
"North Augusta city, South Carolina","","","","","","","",""
"    Estimate","20,141","3,851","1,042","2,522","2,804","2,391","3,576","3,955"
"North Charleston city, South Carolina","","","","","","","",""
"    Estimate","122,400","28,314","12,348","23,831","16,381","13,448","14,051","14,027"
"North Myrtle Beach city, South Carolina","","","","","","","",""
"    Estimate","24,125","3,095","1,650","1,743","1,699","2,492","5,474","7,972"
"Rock Hill city, South Carolina","","","","","","","",""
"    Estimate","75,041","15,751","9,393","11,713","10,047","9,289","8,332","10,516"
"St. Andrews CDP, South Carolina","","","","","","","",""
"    Estimate","25,307","4,727","3,927","3,994","3,471","3,065","2,828","3,295"
"Simpsonville city, South Carolina","","","","","","","",""
"    Estimate","24,211","5,632","1,579","5,049","3,471","1,711","3,382","3,387"
"Socastee CDP, South Carolina","","","","","","","",""
"    Estimate","26,338","5,350","2,458","4,836","3,623","2,881","2,325","4,865"
"Spartanburg city, South Carolina","","","","","","","",""
"    Estimate","37,394","10,065","4,474","5,483","3,843","2,759","4,059","6,711"
"Summerville town, South Carolina","","","","","","","",""
"    Estimate","56,439","14,063","4,605","7,932","9,286","5,435","8,511","6,607"
"Sumter city, South Carolina","","","","","","","",""
"    Estimate","39,640","11,394","3,111","5,391","6,247","4,007","3,852","5,638"
"Taylors CDP, South Carolina","","","","","","","",""
"    Estimate","23,583","5,553","2,029","2,846","3,824","2,909","2,660","3,762"
"Wade Hampton CDP, South Carolina","","","","","","","",""
"    Estimate","21,056","2,916","1,776","2,445","2,738","2,752","4,016","4,413"
"Aberdeen city, South Dakota","","","","","","","",""
"    Estimate","30,441","6,745","4,096","3,544","3,767","3,329","3,536","5,424"
"Brookings city, South Dakota","","","","","","","",""
"    Estimate","25,634","4,709","8,344","3,524","2,416","1,751","1,872","3,018"
"Rapid City city, South Dakota","","","","","","","",""
"    Estimate","77,496","17,226","6,191","10,617","9,785","7,704","11,190","14,783"
"Sioux Falls city, South Dakota","","","","","","","",""
"    Estimate","183,799","46,372","16,444","28,176","25,683","21,954","20,231","24,939"
"Watertown city, South Dakota","","","","","","","",""
"    Estimate","22,838","5,401","1,935","3,527","2,979","2,009","2,824","4,163"
"Bartlett city, Tennessee","","","","","","","",""
"    Estimate","59,441","13,201","5,041","5,125","7,379","9,278","8,376","11,041"
"Brentwood city, Tennessee","","","","","","","",""
"    Estimate","42,784","12,615","3,171","2,047","5,485","7,583","5,532","6,351"
"Bristol city, Tennessee","","","","","","","",""
"    Estimate","26,976","6,018","1,876","2,187","3,407","3,398","4,240","5,850"
"Chattanooga city, Tennessee","","","","","","","",""
"    Estimate","182,803","33,536","18,764","33,100","24,080","17,137","24,607","31,579"
"Clarksville city, Tennessee","","","","","","","",""
"    Estimate","158,152","42,922","20,189","31,693","22,478","14,168","13,837","12,865"
"Cleveland city, Tennessee","","","","","","","",""
"    Estimate","45,514","9,557","5,255","6,192","5,645","4,675","5,556","8,634"
"Collierville town, Tennessee","","","","","","","",""
"    Estimate","51,047","13,519","3,176","7,271","5,343","8,302","6,092","7,344"
"Columbia city, Tennessee","","","","","","","",""
"    Estimate","40,348","9,578","3,443","6,968","4,727","5,234","4,578","5,820"
"Cookeville city, Tennessee","","","","","","","",""
"    Estimate","34,715","7,800","7,031","4,949","3,214","3,187","3,376","5,158"
"East Ridge city, Tennessee","","","","","","","",""
"    Estimate","22,184","4,751","1,737","3,630","1,570","3,155","3,767","3,574"
"Farragut town, Tennessee","","","","","","","",""
"    Estimate","21,335","5,335","1,557","1,211","2,238","3,180","3,455","4,359"
"Franklin city, Tennessee","","","","","","","",""
"    Estimate","83,096","20,903","5,997","11,552","13,705","10,008","10,746","10,185"
"Gallatin city, Tennessee","","","","","","","",""
"    Estimate","42,909","8,050","3,943","5,893","5,032","5,486","5,452","9,053"
"Germantown city, Tennessee","","","","","","","",""
"    Estimate","39,224","9,460","2,172","2,351","6,496","4,573","6,613","7,559"
"Hendersonville city, Tennessee","","","","","","","",""
"    Estimate","58,114","14,072","4,353","6,988","8,195","9,209","7,271","8,026"
"Jackson city, Tennessee","","","","","","","",""
"    Estimate","67,187","16,880","8,929","8,117","8,038","6,060","8,442","10,721"
"Johnson City city, Tennessee","","","","","","","",""
"    Estimate","67,859","11,632","12,313","10,374","8,740","6,746","7,582","10,472"
"Kingsport city, Tennessee","","","","","","","",""
"    Estimate","53,719","10,242","4,679","7,099","5,787","6,620","7,201","12,091"
"Knoxville city, Tennessee","","","","","","","",""
"    Estimate","187,610","32,811","31,122","31,590","22,881","20,362","20,346","28,498"
"La Vergne city, Tennessee","","","","","","","",""
"    Estimate","35,703","10,285","4,074","5,775","4,625","5,116","3,839","1,989"
"Lebanon city, Tennessee","","","","","","","",""
"    Estimate","36,474","8,199","3,717","5,691","4,059","3,795","4,614","6,399"
"Maryville city, Tennessee","","","","","","","",""
"    Estimate","29,734","7,791","3,030","3,616","3,232","4,387","3,083","4,595"
"Memphis city, Tennessee","","","","","","","",""
"    Estimate","651,088","156,472","63,984","109,726","76,993","73,826","77,960","92,127"
"Morristown city, Tennessee","","","","","","","",""
"    Estimate","30,192","6,550","3,029","4,261","3,353","2,722","5,003","5,274"
"Mount Juliet city, Tennessee","","","","","","","",""
"    Estimate","37,034","10,071","2,401","5,224","6,022","4,673","3,282","5,361"
"Murfreesboro city, Tennessee","","","","","","","",""
"    Estimate","146,912","32,635","24,628","23,225","18,211","18,306","14,429","15,478"
"Nashville-Davidson metropolitan government (balance), Tennessee","","","","","","","",""
"    Estimate","668,580","137,263","65,348","138,806","93,466","75,638","75,208","82,851"
"Oak Ridge city, Tennessee","","","","","","","",""
"    Estimate","28,910","7,130","2,319","3,474","2,317","4,614","3,187","5,869"
"Sevierville city, Tennessee","","","","","","","",""
"    Estimate","20,054","4,929","2,577","3,000","3,824","1,929","1,241","2,554"
"Shelbyville city, Tennessee","","","","","","","",""
"    Estimate","26,155","7,068","2,654","4,712","2,774","4,034","1,761","3,152"
"Smyrna town, Tennessee","","","","","","","",""
"    Estimate","51,585","13,560","3,946","6,794","8,973","6,349","6,691","5,272"
"Spring Hill city, Tennessee","","","","","","","",""
"    Estimate","42,199","13,388","3,211","3,326","8,483","5,526","3,907","4,358"
"Abilene city, Texas","","","","","","","",""
"    Estimate","123,201","28,355","18,082","20,349","15,589","10,636","12,942","17,248"
"Alice city, Texas","","","","","","","",""
"    Estimate","19,494","5,628","1,844","2,461","2,333","2,894","1,165","3,169"
"Allen city, Texas","","","","","","","",""
"    Estimate","105,630","28,167","10,175","8,159","17,944","17,648","13,530","10,007"
"Alvin city, Texas","","","","","","","",""
"    Estimate","26,725","7,758","1,854","4,068","4,566","2,931","2,143","3,405"
"Amarillo city, Texas","","","","","","","",""
"    Estimate","197,365","52,425","18,180","28,681","26,892","21,197","19,104","30,886"
"Anna city, Texas","","","","","","","",""
"    Estimate","20,410","6,576","1,177","1,927","3,457","3,781","1,703","1,789"
"Arlington city, Texas","","","","","","","",""
"    Estimate","398,860","99,578","46,670","61,142","51,715","49,499","44,139","46,117"
"Atascocita CDP, Texas","","","","","","","",""
"    Estimate","82,572","22,650","6,746","11,781","12,384","10,587","10,281","8,143"
"Austin city, Texas","","","","","","","",""
"    Estimate","979,263","191,066","101,318","218,528","160,953","118,276","95,683","93,439"
"Balch Springs city, Texas","","","","","","","",""
"    Estimate","25,011","5,715","2,391","5,430","2,092","3,609","2,243","3,531"
"Baytown city, Texas","","","","","","","",""
"    Estimate","76,895","20,037","6,701","13,584","9,008","9,272","9,002","9,291"
"Beaumont city, Texas","","","","","","","",""
"    Estimate","116,822","28,561","11,472","19,245","14,967","11,510","14,149","16,918"
"Bedford city, Texas","","","","","","","",""
"    Estimate","49,052","9,532","3,674","7,572","7,073","5,043","8,344","7,814"
"Belton city, Texas","","","","","","","",""
"    Estimate","23,243","6,826","4,069","3,435","2,641","1,610","1,958","2,704"
"Benbrook city, Texas","","","","","","","",""
"    Estimate","26,715","7,487","1,673","3,662","2,867","3,995","2,690","4,341"
"Big Spring city, Texas","","","","","","","",""
"    Estimate","29,833","6,414","3,159","5,552","5,189","3,016","3,472","3,031"
"Brownsville city, Texas","","","","","","","",""
"    Estimate","182,781","53,610","19,793","25,319","24,408","18,498","17,987","23,166"
"Bryan city, Texas","","","","","","","",""
"    Estimate","86,268","21,627","10,094","16,009","11,259","9,628","7,773","9,878"
"Burleson city, Texas","","","","","","","",""
"    Estimate","48,310","12,977","3,710","8,597","6,826","6,882","3,667","5,651"
"Canyon Lake CDP, Texas","","","","","","","",""
"    Estimate","26,812","5,458","1,414","2,007","3,103","3,307","5,358","6,165"
"Carrollton city, Texas","","","","","","","",""
"    Estimate","139,272","27,838","12,954","23,765","20,610","17,760","20,437","15,908"
"Cedar Hill city, Texas","","","","","","","",""
"    Estimate","48,171","15,577","2,638","7,509","7,064","6,251","4,830","4,302"
"Cedar Park city, Texas","","","","","","","",""
"    Estimate","77,419","19,979","5,088","10,723","13,011","11,137","7,574","9,907"
"Channelview CDP, Texas","","","","","","","",""
"    Estimate","53,049","18,615","4,627","6,402","7,913","7,967","4,627","2,898"
"Cibolo city, Texas","","","","","","","",""
"    Estimate","31,283","7,829","3,157","3,953","3,740","5,855","3,539","3,210"
"Cleburne city, Texas","","","","","","","",""
"    Estimate","31,294","8,828","1,955","4,412","3,232","3,927","4,149","4,791"
"Cloverleaf CDP, Texas","","","","","","","",""
"    Estimate","29,051","10,655","2,682","3,823","3,794","3,719","2,106","2,272"
"College Station city, Texas","","","","","","","",""
"    Estimate","117,911","19,984","45,048","16,160","12,806","7,687","7,683","8,543"
"Colleyville city, Texas","","","","","","","",""
"    Estimate","27,098","6,708","1,360","2,264","3,403","4,470","3,574","5,319"
"Conroe city, Texas","","","","","","","",""
"    Estimate","91,081","23,755","8,377","15,231","13,040","7,504","10,803","12,371"
"Converse city, Texas","","","","","","","",""
"    Estimate","28,165","7,581","4,207","3,977","3,070","4,126","2,828","2,376"
"Coppell city, Texas","","","","","","","",""
"    Estimate","41,558","11,075","3,205","4,071","6,010","7,278","6,116","3,803"
"Copperas Cove city, Texas","","","","","","","",""
"    Estimate","32,678","8,276","3,282","6,031","3,764","4,601","2,750","3,974"
"Corinth city, Texas","","","","","","","",""
"    Estimate","22,578","5,151","1,688","3,100","3,754","3,929","2,977","1,979"
"Corpus Christi city, Texas","","","","","","","",""
"    Estimate","326,590","79,844","33,184","48,572","42,976","36,345","38,298","47,371"
"Corsicana city, Texas","","","","","","","",""
"    Estimate","24,270","6,776","2,456","2,950","3,035","3,285","2,534","3,234"
"Dallas city, Texas","","","","","","","",""
"    Estimate","1,343,565","331,091","129,585","257,833","184,822","151,871","144,325","144,038"
"Deer Park city, Texas","","","","","","","",""
"    Estimate","33,475","9,338","4,222","4,786","3,720","4,517","3,222","3,670"
"Del Rio city, Texas","","","","","","","",""
"    Estimate","37,077","11,117","3,694","5,033","4,825","3,647","3,441","5,320"
"Denison city, Texas","","","","","","","",""
"    Estimate","25,517","7,740","1,328","2,770","3,513","3,460","2,386","4,320"
"Denton city, Texas","","","","","","","",""
"    Estimate","141,522","27,006","28,381","29,028","17,461","10,948","12,494","16,204"
"DeSoto city, Texas","","","","","","","",""
"    Estimate","52,991","11,703","3,917","4,473","8,174","7,024","7,798","9,902"
"Duncanville city, Texas","","","","","","","",""
"    Estimate","38,761","8,965","4,312","3,366","5,058","4,422","6,019","6,619"
"Eagle Pass city, Texas","","","","","","","",""
"    Estimate","29,685","7,360","5,200","3,250","3,145","3,276","3,139","4,315"
"Edinburg city, Texas","","","","","","","",""
"    Estimate","101,168","27,664","16,064","16,232","13,270","11,809","7,485","8,644"
"El Paso city, Texas","","","","","","","",""
"    Estimate","681,729","179,509","74,916","105,569","82,030","79,351","71,527","88,827"
"Ennis city, Texas","","","","","","","",""
"    Estimate","20,420","4,521","2,742","2,231","2,721","2,448","3,036","2,721"
"Euless city, Texas","","","","","","","",""
"    Estimate","57,186","12,600","5,104","11,961","7,598","6,284","7,840","5,799"
"Farmers Branch city, Texas","","","","","","","",""
"    Estimate","48,159","8,135","5,140","9,193","7,501","5,961","5,043","7,186"
"Flower Mound town, Texas","","","","","","","",""
"    Estimate","83,205","23,024","4,750","6,898","11,814","14,862","12,973","8,884"
"Forney city, Texas","","","","","","","",""
"    Estimate","27,242","7,517","2,303","4,727","4,585","2,767","2,879","2,464"
"Fort Hood CDP, Texas","","","","","","","",""
"    Estimate","21,362","3,271","12,388","3,857","1,409","360","77","0"
"Fort Worth city, Texas","","","","","","","",""
"    Estimate","913,656","246,229","92,243","150,728","127,280","112,746","93,065","91,365"
"Fresno CDP, Texas","","","","","","","",""
"    Estimate","25,295","6,486","1,764","4,226","3,684","4,842","2,199","2,094"
"Friendswood city, Texas","","","","","","","",""
"    Estimate","41,936","11,226","4,632","3,722","4,309","6,567","5,010","6,470"
"Frisco city, Texas","","","","","","","",""
"    Estimate","200,513","59,997","14,142","22,796","35,869","32,561","17,842","17,306"
"Galveston city, Texas","","","","","","","",""
"    Estimate","50,440","9,837","7,265","7,771","6,068","5,729","5,776","7,994"
"Garland city, Texas","","","","","","","",""
"    Estimate","239,539","68,873","23,781","31,419","28,569","30,073","29,004","27,820"
"Georgetown city, Texas","","","","","","","",""
"    Estimate","79,609","16,706","6,990","7,968","8,641","9,178","8,534","21,592"
"Grand Prairie city, Texas","","","","","","","",""
"    Estimate","194,522","57,249","17,416","29,439","25,675","26,912","21,206","16,625"
"Grapevine city, Texas","","","","","","","",""
"    Estimate","55,278","14,075","3,596","7,049","8,002","7,952","9,540","5,064"
"Greenville city, Texas","","","","","","","",""
"    Estimate","28,835","6,574","2,332","4,004","4,412","3,022","3,789","4,702"
"Haltom City city, Texas","","","","","","","",""
"    Estimate","43,868","12,016","3,053","6,548","7,017","5,507","3,518","6,209"
"Harker Heights city, Texas","","","","","","","",""
"    Estimate","32,409","10,880","1,333","3,077","6,075","4,422","2,475","4,147"
"Harlingen city, Texas","","","","","","","",""
"    Estimate","65,033","19,887","7,745","8,570","6,025","8,176","5,025","9,605"
"Horizon City city, Texas","","","","","","","",""
"    Estimate","22,338","6,727","2,133","4,719","2,887","2,696","1,877","1,299"
"Houston city, Texas","","","","","","","",""
"    Estimate","2,316,797","571,193","217,111","432,771","333,150","258,411","242,004","262,157"
"Huntsville city, Texas","","","","","","","",""
"    Estimate","42,240","5,674","12,874","5,052","5,161","6,620","2,800","4,059"
"Hurst city, Texas","","","","","","","",""
"    Estimate","38,653","11,315","1,581","5,214","4,923","4,708","4,471","6,441"
"Hutto city, Texas","","","","","","","",""
"    Estimate","27,945","8,227","2,067","3,285","5,679","3,462","1,778","3,447"
"Irving city, Texas","","","","","","","",""
"    Estimate","239,779","63,527","23,420","46,238","38,437","30,230","19,579","18,348"
"Keller city, Texas","","","","","","","",""
"    Estimate","47,222","12,744","2,535","4,139","6,051","7,827","8,245","5,681"
"Kerrville city, Texas","","","","","","","",""
"    Estimate","23,813","4,732","2,407","2,868","1,575","2,523","2,540","7,168"
"Killeen city, Texas","","","","","","","",""
"    Estimate","151,685","43,219","18,097","29,329","18,465","17,975","14,477","10,123"
"Kingsville city, Texas","","","","","","","",""
"    Estimate","26,536","6,626","5,576","4,527","1,785","2,797","2,137","3,088"
"Kyle city, Texas","","","","","","","",""
"    Estimate","48,401","14,028","3,841","9,320","7,780","4,866","4,178","4,388"
"Lake Jackson city, Texas","","","","","","","",""
"    Estimate","27,209","6,390","2,584","4,033","3,945","3,192","3,248","3,817"
"La Marque city, Texas","","","","","","","",""
"    Estimate","21,608","4,819","1,727","3,750","3,417","2,542","2,181","3,172"
"Lancaster city, Texas","","","","","","","",""
"    Estimate","39,225","9,974","3,091","5,922","4,719","4,761","7,158","3,600"
"La Porte city, Texas","","","","","","","",""
"    Estimate","34,978","7,885","2,701","5,833","5,206","4,197","4,668","4,488"
"Laredo city, Texas","","","","","","","",""
"    Estimate","264,069","84,910","30,262","36,986","33,973","29,479","22,481","25,978"
"League City city, Texas","","","","","","","",""
"    Estimate","106,730","27,599","7,130","17,127","16,981","12,684","12,398","12,811"
"Leander city, Texas","","","","","","","",""
"    Estimate","68,583","21,794","4,888","9,197","14,378","7,691","5,464","5,171"
"Lewisville city, Texas","","","","","","","",""
"    Estimate","108,562","23,480","9,932","20,982","16,324","17,489","10,300","10,055"
"Little Elm city, Texas","","","","","","","",""
"    Estimate","53,124","20,223","3,302","4,175","12,907","3,995","5,306","3,216"
"Longview city, Texas","","","","","","","",""
"    Estimate","82,461","20,833","8,062","13,021","10,379","8,895","9,237","12,034"
"Lubbock city, Texas","","","","","","","",""
"    Estimate","258,870","60,667","46,909","40,282","31,419","23,423","26,378","29,792"
"Lufkin city, Texas","","","","","","","",""
"    Estimate","35,017","9,076","3,107","6,409","3,435","3,806","3,426","5,758"
"McAllen city, Texas","","","","","","","",""
"    Estimate","143,258","37,928","13,383","19,746","20,902","14,931","14,272","22,096"
"McKinney city, Texas","","","","","","","",""
"    Estimate","199,174","57,321","13,857","22,140","34,422","30,138","18,650","22,646"
"Mansfield city, Texas","","","","","","","",""
"    Estimate","74,841","22,390","6,345","8,475","10,066","11,525","7,755","8,285"
"Marshall city, Texas","","","","","","","",""
"    Estimate","20,822","5,945","1,666","4,029","1,769","1,862","1,714","3,837"
"Mesquite city, Texas","","","","","","","",""
"    Estimate","140,795","33,649","14,218","16,529","20,530","18,161","15,899","21,809"
"Midland city, Texas","","","","","","","",""
"    Estimate","146,042","40,963","13,291","25,863","21,414","14,346","14,540","15,625"
"Midlothian city, Texas","","","","","","","",""
"    Estimate","33,534","9,988","2,941","2,880","5,982","4,435","3,414","3,894"
"Mission city, Texas","","","","","","","",""
"    Estimate","84,336","25,829","8,803","10,478","9,694","13,395","6,634","9,503"
"Mission Bend CDP, Texas","","","","","","","",""
"    Estimate","35,132","8,957","2,924","4,194","4,317","3,738","5,341","5,661"
"Missouri City city, Texas","","","","","","","",""
"    Estimate","75,543","15,724","6,605","8,596","9,268","12,182","10,704","12,464"
"Murphy city, Texas","","","","","","","",""
"    Estimate","24,291","9,109","1,357","1,766","5,399","4,036","1,339","1,285"
"Nacogdoches city, Texas","","","","","","","",""
"    Estimate","32,879","6,703","9,080","5,810","3,107","2,175","2,013","3,991"
"New Braunfels city, Texas","","","","","","","",""
"    Estimate","90,710","22,860","7,690","14,675","11,809","10,164","10,709","12,803"
"North Richland Hills city, Texas","","","","","","","",""
"    Estimate","70,655","16,292","4,264","10,247","7,950","8,903","11,324","11,675"
"Odessa city, Texas","","","","","","","",""
"    Estimate","123,163","35,174","12,029","22,619","15,156","11,488","13,935","12,762"
"Palestine city, Texas","","","","","","","",""
"    Estimate","21,634","6,788","1,524","3,708","1,526","2,805","2,571","2,712"
"Paris city, Texas","","","","","","","",""
"    Estimate","24,839","5,386","2,090","4,308","1,948","2,793","3,319","4,995"
"Pasadena city, Texas","","","","","","","",""
"    Estimate","151,230","44,495","14,897","20,987","17,828","20,030","16,210","16,783"
"Pearland city, Texas","","","","","","","",""
"    Estimate","131,448","37,437","6,200","19,946","21,387","17,998","14,510","13,970"
"Pecan Grove CDP, Texas","","","","","","","",""
"    Estimate","21,296","5,353","2,130","1,660","3,413","2,207","3,491","3,042"
"Pflugerville city, Texas","","","","","","","",""
"    Estimate","65,124","15,331","5,031","10,727","9,673","10,866","7,083","6,413"
"Pharr city, Texas","","","","","","","",""
"    Estimate","79,115","27,490","7,533","11,439","9,412","7,568","6,589","9,084"
"Plainview city, Texas","","","","","","","",""
"    Estimate","21,702","6,351","2,746","2,292","2,385","3,370","1,947","2,611"
"Plano city, Texas","","","","","","","",""
"    Estimate","285,849","61,316","21,787","40,889","42,761","42,633","36,443","40,020"
"Port Arthur city, Texas","","","","","","","",""
"    Estimate","54,271","15,943","5,841","6,197","5,961","6,513","7,133","6,683"
"Prosper town, Texas","","","","","","","",""
"    Estimate","24,632","8,501","1,183","1,814","4,861","4,712","2,031","1,530"
"Richardson city, Texas","","","","","","","",""
"    Estimate","121,331","27,231","14,180","19,338","15,212","14,717","13,299","17,354"
"Rockwall city, Texas","","","","","","","",""
"    Estimate","45,890","11,486","3,912","4,342","7,337","6,870","6,162","5,781"
"Rosenberg city, Texas","","","","","","","",""
"    Estimate","38,306","8,515","4,872","7,265","4,550","3,269","4,033","5,802"
"Round Rock city, Texas","","","","","","","",""
"    Estimate","133,435","35,512","11,853","22,104","21,713","17,587","13,868","10,798"
"Rowlett city, Texas","","","","","","","",""
"    Estimate","66,805","15,810","4,866","8,804","6,238","12,631","10,093","8,363"
"Sachse city, Texas","","","","","","","",""
"    Estimate","22,770","7,186","1,183","1,205","3,678","4,082","2,540","2,896"
"Saginaw city, Texas","","","","","","","",""
"    Estimate","24,309","6,827","1,696","3,082","3,732","2,192","3,580","3,200"
"San Angelo city, Texas","","","","","","","",""
"    Estimate","98,193","21,685","13,355","13,704","12,082","10,087","11,906","15,374"
"San Antonio city, Texas","","","","","","","",""
"    Estimate","1,547,250","377,764","158,821","252,060","213,237","182,605","165,694","197,069"
"San Benito city, Texas","","","","","","","",""
"    Estimate","24,246","7,896","3,195","2,042","2,982","2,461","2,121","3,549"
"San Juan city, Texas","","","","","","","",""
"    Estimate","37,014","12,745","4,219","5,464","5,360","3,537","2,763","2,926"
"San Marcos city, Texas","","","","","","","",""
"    Estimate","64,766","7,938","24,227","10,578","6,653","5,496","4,618","5,256"
"Schertz city, Texas","","","","","","","",""
"    Estimate","45,640","13,054","3,343","5,950","7,318","5,663","4,971","5,341"
"Seguin city, Texas","","","","","","","",""
"    Estimate","29,983","6,750","2,640","3,698","5,087","2,549","4,856","4,403"
"Sherman city, Texas","","","","","","","",""
"    Estimate","44,000","9,143","5,453","5,197","5,095","4,555","7,405","7,152"
"Sienna Plantation CDP, Texas","","","","","","","",""
"    Estimate","26,938","9,672","2,841","2,002","4,515","2,911","3,954","1,043"
"Socorro city, Texas","","","","","","","",""
"    Estimate","34,366","7,951","3,923","3,480","5,201","4,538","4,096","5,177"
"South Houston city, Texas","","","","","","","",""
"    Estimate","20,884","8,162","2,494","2,433","2,458","2,314","1,861","1,162"
"Southlake city, Texas","","","","","","","",""
"    Estimate","32,628","10,276","917","1,241","4,228","6,609","4,499","4,858"
"Spring CDP, Texas","","","","","","","",""
"    Estimate","61,721","11,401","5,691","11,447","11,834","5,898","7,666","7,784"
"Stephenville city, Texas","","","","","","","",""
"    Estimate","19,324","3,794","6,116","1,861","1,924","1,763","1,682","2,184"
"Sugar Land city, Texas","","","","","","","",""
"    Estimate","118,500","25,974","10,581","11,664","14,968","18,162","17,900","19,251"
"Temple city, Texas","","","","","","","",""
"    Estimate","78,437","20,093","6,961","13,613","11,281","6,095","7,962","12,432"
"Texarkana city, Texas","","","","","","","",""
"    Estimate","36,318","8,506","3,121","5,030","3,908","5,686","4,233","5,834"
"Texas City city, Texas","","","","","","","",""
"    Estimate","50,096","13,935","3,501","8,095","4,838","6,127","6,899","6,701"
"The Colony city, Texas","","","","","","","",""
"    Estimate","44,433","10,546","1,621","8,629","5,727","6,603","6,893","4,414"
"The Woodlands CDP, Texas","","","","","","","",""
"    Estimate","117,270","28,798","9,413","13,937","13,654","17,983","15,182","18,303"
"Timberwood Park CDP, Texas","","","","","","","",""
"    Estimate","24,058","7,506","761","1,978","4,527","2,889","3,242","3,155"
"Tyler city, Texas","","","","","","","",""
"    Estimate","106,991","23,243","14,081","15,881","11,557","11,663","12,622","17,944"
