"Label (Grouping)","Total:","Total:!!Under .50","Total:!!.50 to .99"
"Bartlesville city, Oklahoma","","",""
"    Estimate","37,567","1,579","2,786"
"Bethany city, Oklahoma","","",""
"    Estimate","20,330","1,072","732"
"Bixby city, Oklahoma","","",""
"    Estimate","27,756","139","1,513"
"Broken Arrow city, Oklahoma","","",""
"    Estimate","109,958","3,887","4,674"
"Duncan city, Oklahoma","","",""
"    Estimate","22,925","2,731","1,585"
"Edmond city, Oklahoma","","",""
"    Estimate","92,743","2,940","3,636"
"Enid city, Oklahoma","","",""
"    Estimate","47,851","3,316","1,914"
"Jenks city, Oklahoma","","",""
"    Estimate","25,982","750","1,515"
"Lawton city, Oklahoma","","",""
"    Estimate","83,789","5,810","11,242"
"Midwest City city, Oklahoma","","",""
"    Estimate","56,769","2,747","4,069"
"Moore city, Oklahoma","","",""
"    Estimate","61,512","1,357","2,996"
"Muskogee city, Oklahoma","","",""
"    Estimate","35,809","5,407","4,768"
"Mustang city, Oklahoma","","",""
"    Estimate","","",""
"Norman city, Oklahoma","","",""
"    Estimate","118,511","13,815","5,940"
"Oklahoma City city, Oklahoma","","",""
"    Estimate","642,653","44,052","57,484"
"Owasso city, Oklahoma","","",""
"    Estimate","36,391","892","1,218"
"Ponca City city, Oklahoma","","",""
"    Estimate","23,919","1,741","2,016"
"Sand Springs city, Oklahoma","","",""
"    Estimate","20,092","905","1,024"
"Sapulpa city, Oklahoma","","",""
"    Estimate","21,666","1,023","2,190"
"Shawnee city, Oklahoma","","",""
"    Estimate","29,844","2,825","2,425"
"Stillwater city, Oklahoma","","",""
"    Estimate","42,555","6,707","7,008"
"Tulsa city, Oklahoma","","",""
"    Estimate","394,887","34,087","39,499"
"Yukon city, Oklahoma","","",""
"    Estimate","27,641","2,149","1,894"
"Albany city, Oregon","","",""
"    Estimate","54,959","2,247","3,882"
"Aloha CDP, Oregon","","",""
"    Estimate","53,169","3,262","3,081"
"Ashland city, Oregon","","",""
"    Estimate","18,485","895","919"
"Beaverton city, Oregon","","",""
"    Estimate","98,218","4,320","4,651"
"Bend city, Oregon","","",""
"    Estimate","100,033","5,359","4,855"
"Bethany CDP, Oregon","","",""
"    Estimate","27,948","887","203"
"Central Point city, Oregon","","",""
"    Estimate","19,466","704","1,042"
"Corvallis city, Oregon","","",""
"    Estimate","53,323","8,015","4,851"
"Eugene city, Oregon","","",""
"    Estimate","167,087","16,332","12,608"
"Forest Grove city, Oregon","","",""
"    Estimate","24,508","1,011","708"
"Grants Pass city, Oregon","","",""
"    Estimate","36,449","2,770","2,920"
"Gresham city, Oregon","","",""
"    Estimate","108,242","5,851","6,631"
"Happy Valley city, Oregon","","",""
"    Estimate","21,654","337","224"
"Hayesville CDP, Oregon","","",""
"    Estimate","21,860","775","1,703"
"Hillsboro city, Oregon","","",""
"    Estimate","107,670","5,123","4,124"
"Keizer city, Oregon","","",""
"    Estimate","39,565","1,731","2,821"
"Klamath Falls city, Oregon","","",""
"    Estimate","21,846","1,248","2,975"
"Lake Oswego city, Oregon","","",""
"    Estimate","39,740","160","592"
"Lebanon city, Oregon","","",""
"    Estimate","20,075","1,360","2,449"
"McMinnville city, Oregon","","",""
"    Estimate","33,185","1,710","2,310"
"Medford city, Oregon","","",""
"    Estimate","81,724","4,874","6,211"
"Milwaukie city, Oregon","","",""
"    Estimate","20,828","731","656"
"Newberg city, Oregon","","",""
"    Estimate","23,671","3,246","1,085"
"Oak Grove CDP, Oregon","","",""
"    Estimate","21,776","1,008","415"
"Oregon City city, Oregon","","",""
"    Estimate","36,605","1,379","894"
"Portland city, Oregon","","",""
"    Estimate","640,070","35,076","43,968"
"Redmond city, Oregon","","",""
"    Estimate","32,010","2,596","1,303"
"Roseburg city, Oregon","","",""
"    Estimate","24,932","1,078","911"
"Salem city, Oregon","","",""
"    Estimate","167,719","10,022","12,918"
"Springfield city, Oregon","","",""
"    Estimate","62,631","2,940","5,638"
"Tigard city, Oregon","","",""
"    Estimate","55,322","2,169","2,936"
"Tualatin city, Oregon","","",""
"    Estimate","28,755","2,216","557"
"West Linn city, Oregon","","",""
"    Estimate","26,649","708","832"
"Wilsonville city, Oregon","","",""
"    Estimate","24,082","964","1,228"
"Woodburn city, Oregon","","",""
"    Estimate","26,001","914","2,702"
"Allentown city, Pennsylvania","","",""
"    Estimate","114,977","10,217","15,404"
"Allison Park CDP, Pennsylvania","","",""
"    Estimate","20,573","56","475"
"Altoona city, Pennsylvania","","",""
"    Estimate","42,361","3,878","6,211"
"Baldwin borough, Pennsylvania","","",""
"    Estimate","20,942","419","1,450"
"Bethel Park municipality, Pennsylvania","","",""
"    Estimate","32,084","556","172"
"Bethlehem city, Pennsylvania","","",""
"    Estimate","70,389","3,965","4,844"
"Carlisle borough, Pennsylvania","","",""
"    Estimate","17,196","2,576","942"
"Chambersburg borough, Pennsylvania","","",""
"    Estimate","25,761","658","587"
"Chester city, Pennsylvania","","",""
"    Estimate","30,928","2,563","6,364"
"Drexel Hill CDP, Pennsylvania","","",""
"    Estimate","26,975","1,428","1,340"
"Easton city, Pennsylvania","","",""
"    Estimate","23,797","784","2,506"
"Erie city, Pennsylvania","","",""
"    Estimate","90,256","8,350","17,328"
"Harrisburg city, Pennsylvania","","",""
"    Estimate","48,354","7,408","5,042"
"Hazleton city, Pennsylvania","","",""
"    Estimate","24,196","2,988","4,214"
"King of Prussia CDP, Pennsylvania","","",""
"    Estimate","23,107","494","377"
"Lancaster city, Pennsylvania","","",""
"    Estimate","56,209","5,618","7,301"
"Lebanon city, Pennsylvania","","",""
"    Estimate","25,773","2,441","3,647"
"Levittown CDP, Pennsylvania","","",""
"    Estimate","46,275","1,427","1,317"
"Monroeville municipality, Pennsylvania","","",""
"    Estimate","26,523","993","791"
"Murrysville municipality, Pennsylvania","","",""
"    Estimate","19,817","1,135","363"
"New Castle city, Pennsylvania","","",""
"    Estimate","20,506","2,266","1,992"
"Norristown borough, Pennsylvania","","",""
"    Estimate","33,761","2,479","3,453"
"Philadelphia city, Pennsylvania","","",""
"    Estimate","1,539,312","170,100","188,911"
"Pittsburgh city, Pennsylvania","","",""
"    Estimate","279,471","28,683","24,690"
"Plum borough, Pennsylvania","","",""
"    Estimate","26,926","235","351"
"Pottstown borough, Pennsylvania","","",""
"    Estimate","25,172","2,727","2,373"
"Reading city, Pennsylvania","","",""
"    Estimate","85,893","10,068","11,127"
"Scranton city, Pennsylvania","","",""
"    Estimate","71,180","5,761","10,950"
"State College borough, Pennsylvania","","",""
"    Estimate","30,202","8,642","3,053"
"Upper St. Clair CDP, Pennsylvania","","",""
"    Estimate","","",""
"West Chester borough, Pennsylvania","","",""
"    Estimate","18,869","1,850","1,603"
"Wilkes-Barre city, Pennsylvania","","",""
"    Estimate","37,713","5,313","1,850"
"Williamsport city, Pennsylvania","","",""
"    Estimate","24,758","3,751","3,958"
"York city, Pennsylvania","","",""
"    Estimate","43,108","4,047","7,835"
"Central Falls city, Rhode Island","","",""
"    Estimate","22,621","1,236","2,603"
"Cranston city, Rhode Island","","",""
"    Estimate","77,960","1,799","5,987"
"East Providence city, Rhode Island","","",""
"    Estimate","46,961","1,435","3,289"
"Newport city, Rhode Island","","",""
"    Estimate","21,319","977","1,552"
"Pawtucket city, Rhode Island","","",""
"    Estimate","71,594","3,916","6,764"
"Providence city, Rhode Island","","",""
"    Estimate","164,333","16,681","20,470"
"Warwick city, Rhode Island","","",""
"    Estimate","80,342","1,804","2,857"
"Woonsocket city, Rhode Island","","",""
"    Estimate","40,923","4,180","3,536"
"Aiken city, South Carolina","","",""
"    Estimate","29,428","1,342","2,050"
"Anderson city, South Carolina","","",""
"    Estimate","25,914","2,883","3,836"
"Bluffton town, South Carolina","","",""
"    Estimate","25,041","1,294","439"
"Charleston city, South Carolina","","",""
"    Estimate","137,256","11,131","5,589"
"Columbia city, South Carolina","","",""
"    Estimate","102,074","12,555","10,418"
"Conway city, South Carolina","","",""
"    Estimate","22,610","1,889","2,807"
"Easley city, South Carolina","","",""
"    Estimate","22,163","1,013","1,716"
"Five Forks CDP, South Carolina","","",""
"    Estimate","","",""
"Florence city, South Carolina","","",""
"    Estimate","38,113","4,953","2,570"
"Fort Mill town, South Carolina","","",""
"    Estimate","21,996","509","195"
"Goose Creek city, South Carolina","","",""
"    Estimate","40,938","3,225","1,340"
"Greenville city, South Carolina","","",""
"    Estimate","66,607","4,083","4,784"
"Greenwood city, South Carolina","","",""
"    Estimate","22,469","2,589","2,896"
"Greer city, South Carolina","","",""
"    Estimate","35,832","901","1,634"
"Hanahan city, South Carolina","","",""
"    Estimate","26,766","333","780"
"Hilton Head Island town, South Carolina","","",""
"    Estimate","39,680","720","878"
"Lexington town, South Carolina","","",""
"    Estimate","24,330","436","1,784"
"Mauldin city, South Carolina","","",""
"    Estimate","25,094","629","1,033"
"Mount Pleasant town, South Carolina","","",""
"    Estimate","91,437","1,893","1,255"
"Myrtle Beach city, South Carolina","","",""
"    Estimate","34,291","714","3,382"
"North Augusta city, South Carolina","","",""
"    Estimate","19,732","623","689"
"North Charleston city, South Carolina","","",""
"    Estimate","115,052","5,499","11,852"
"North Myrtle Beach city, South Carolina","","",""
"    Estimate","24,019","338","1,678"
"Rock Hill city, South Carolina","","",""
"    Estimate","72,132","4,626","4,459"
"St. Andrews CDP, South Carolina","","",""
"    Estimate","25,307","3,826","2,216"
"Simpsonville city, South Carolina","","",""
"    Estimate","24,037","486","447"
"Socastee CDP, South Carolina","","",""
"    Estimate","25,945","1,966","3,010"
"Spartanburg city, South Carolina","","",""
"    Estimate","35,313","4,147","3,855"
"Summerville town, South Carolina","","",""
"    Estimate","56,108","1,997","2,061"
"Sumter city, South Carolina","","",""
"    Estimate","38,285","1,712","3,610"
"Taylors CDP, South Carolina","","",""
"    Estimate","23,583","1,351","736"
"Wade Hampton CDP, South Carolina","","",""
"    Estimate","21,056","536","2,229"
"Aberdeen city, South Dakota","","",""
"    Estimate","29,550","891","1,689"
"Brookings city, South Dakota","","",""
"    Estimate","21,959","2,058","1,334"
"Rapid City city, South Dakota","","",""
"    Estimate","74,457","2,955","7,255"
"Sioux Falls city, South Dakota","","",""
"    Estimate","177,849","4,868","10,428"
"Watertown city, South Dakota","","",""
"    Estimate","22,451","1,180","1,290"
"Bartlett city, Tennessee","","",""
"    Estimate","58,793","1,320","2,083"
"Brentwood city, Tennessee","","",""
"    Estimate","42,436","544","231"
"Bristol city, Tennessee","","",""
"    Estimate","26,387","1,225","5,070"
"Chattanooga city, Tennessee","","",""
"    Estimate","175,491","12,851","16,393"
"Clarksville city, Tennessee","","",""
"    Estimate","153,448","11,815","9,530"
"Cleveland city, Tennessee","","",""
"    Estimate","42,275","3,322","4,848"
"Collierville town, Tennessee","","",""
"    Estimate","","",""
"Columbia city, Tennessee","","",""
"    Estimate","39,413","2,367","848"
"Cookeville city, Tennessee","","",""
"    Estimate","31,860","4,720","3,546"
"East Ridge city, Tennessee","","",""
"    Estimate","22,090","1,459","2,162"
"Farragut town, Tennessee","","",""
"    Estimate","","",""
"Franklin city, Tennessee","","",""
"    Estimate","82,273","2,758","2,511"
"Gallatin city, Tennessee","","",""
"    Estimate","41,395","1,119","2,766"
"Germantown city, Tennessee","","",""
"    Estimate","39,074","1,288","129"
"Hendersonville city, Tennessee","","",""
"    Estimate","57,941","1,717","2,223"
"Jackson city, Tennessee","","",""
"    Estimate","63,519","6,551","7,674"
"Johnson City city, Tennessee","","",""
"    Estimate","64,262","6,278","7,539"
"Kingsport city, Tennessee","","",""
"    Estimate","53,003","3,985","5,183"
"Knoxville city, Tennessee","","",""
"    Estimate","179,943","16,348","22,830"
"La Vergne city, Tennessee","","",""
"    Estimate","35,230","1,119","1,175"
"Lebanon city, Tennessee","","",""
"    Estimate","34,955","1,772","4,082"
"Maryville city, Tennessee","","",""
"    Estimate","27,913","2,610","1,738"
"Memphis city, Tennessee","","",""
"    Estimate","635,283","64,137","73,840"
"Morristown city, Tennessee","","",""
"    Estimate","29,333","2,398","2,806"
"Mount Juliet city, Tennessee","","",""
"    Estimate","36,956","342","608"
"Murfreesboro city, Tennessee","","",""
"    Estimate","142,646","6,853","12,503"
"Nashville-Davidson metropolitan government (balance), Tennessee","","",""
"    Estimate","646,617","34,448","46,877"
"Oak Ridge city, Tennessee","","",""
"    Estimate","28,383","1,969","2,252"
"Sevierville city, Tennessee","","",""
"    Estimate","18,727","455","1,963"
"Shelbyville city, Tennessee","","",""
"    Estimate","25,516","961","2,775"
"Smyrna town, Tennessee","","",""
"    Estimate","50,952","3,995","2,417"
"Spring Hill city, Tennessee","","",""
"    Estimate","41,678","124","1,123"
"Abilene city, Texas","","",""
"    Estimate","110,750","7,435","9,251"
"Alice city, Texas","","",""
"    Estimate","19,193","1,825","2,368"
"Allen city, Texas","","",""
"    Estimate","105,352","2,037","1,652"
"Alvin city, Texas","","",""
"    Estimate","26,681","468","2,827"
"Amarillo city, Texas","","",""
"    Estimate","194,616","12,292","17,683"
"Anna city, Texas","","",""
"    Estimate","","",""
"Arlington city, Texas","","",""
"    Estimate","394,321","22,824","24,597"
"Atascocita CDP, Texas","","",""
"    Estimate","80,622","1,624","756"
"Austin city, Texas","","",""
"    Estimate","954,114","65,204","50,842"
"Balch Springs city, Texas","","",""
"    Estimate","25,011","2,306","1,456"
"Baytown city, Texas","","",""
"    Estimate","76,350","3,551","7,174"
"Beaumont city, Texas","","",""
"    Estimate","111,520","9,595","9,032"
"Bedford city, Texas","","",""
"    Estimate","48,692","960","1,871"
"Belton city, Texas","","",""
"    Estimate","20,656","1,250","3,094"
"Benbrook city, Texas","","",""
"    Estimate","26,638","2,033","2,064"
"Big Spring city, Texas","","",""
"    Estimate","25,051","1,288","3,108"
"Brownsville city, Texas","","",""
"    Estimate","181,772","20,571","26,370"
"Bryan city, Texas","","",""
"    Estimate","82,360","7,971","9,101"
"Burleson city, Texas","","",""
"    Estimate","48,144","1,557","2,372"
"Canyon Lake CDP, Texas","","",""
"    Estimate","26,683","659","1,082"
"Carrollton city, Texas","","",""
"    Estimate","138,822","4,044","4,531"
"Cedar Hill city, Texas","","",""
"    Estimate","47,148","1,782","1,970"
"Cedar Park city, Texas","","",""
"    Estimate","77,175","850","1,785"
"Channelview CDP, Texas","","",""
"    Estimate","53,049","5,168","1,766"
"Cibolo city, Texas","","",""
"    Estimate","31,283","244","57"
"Cleburne city, Texas","","",""
"    Estimate","30,472","3,853","1,957"
"Cloverleaf CDP, Texas","","",""
"    Estimate","29,051","3,825","4,021"
"College Station city, Texas","","",""
"    Estimate","105,580","15,788","10,601"
"Colleyville city, Texas","","",""
"    Estimate","","",""
"Conroe city, Texas","","",""
"    Estimate","89,699","3,178","9,251"
"Converse city, Texas","","",""
"    Estimate","28,064","1,822","4,716"
"Coppell city, Texas","","",""
"    Estimate","41,460","341","451"
"Copperas Cove city, Texas","","",""
"    Estimate","32,182","1,341","671"
"Corinth city, Texas","","",""
"    Estimate","","",""
"Corpus Christi city, Texas","","",""
"    Estimate","319,242","16,529","38,397"
"Corsicana city, Texas","","",""
"    Estimate","23,492","893","1,425"
"Dallas city, Texas","","",""
"    Estimate","1,330,100","119,780","112,429"
"Deer Park city, Texas","","",""
"    Estimate","32,904","482","1,001"
"Del Rio city, Texas","","",""
"    Estimate","35,525","3,913","4,986"
"Denison city, Texas","","",""
"    Estimate","24,694","1,027","3,839"
"Denton city, Texas","","",""
"    Estimate","131,552","8,748","9,586"
"DeSoto city, Texas","","",""
"    Estimate","52,239","1,402","4,464"
"Duncanville city, Texas","","",""
"    Estimate","38,490","1,802","2,018"
"Eagle Pass city, Texas","","",""
"    Estimate","29,557","3,236","6,027"
"Edinburg city, Texas","","",""
"    Estimate","96,152","8,629","12,273"
"El Paso city, Texas","","",""
"    Estimate","674,117","53,888","71,252"
"Ennis city, Texas","","",""
"    Estimate","20,201","792","1,013"
"Euless city, Texas","","",""
"    Estimate","57,083","1,451","2,959"
"Farmers Branch city, Texas","","",""
"    Estimate","48,052","1,198","1,036"
"Flower Mound town, Texas","","",""
"    Estimate","83,043","981","617"
"Forney city, Texas","","",""
"    Estimate","","",""
"Fort Hood CDP, Texas","","",""
"    Estimate","7,487","798","325"
"Fort Worth city, Texas","","",""
"    Estimate","895,309","46,567","59,882"
"Fresno CDP, Texas","","",""
"    Estimate","25,295","400","1,306"
"Friendswood city, Texas","","",""
"    Estimate","41,621","768","42"
"Frisco city, Texas","","",""
"    Estimate","199,830","2,691","4,315"
"Galveston city, Texas","","",""
"    Estimate","46,807","4,411","5,291"
"Garland city, Texas","","",""
"    Estimate","238,486","12,803","17,425"
"Georgetown city, Texas","","",""
"    Estimate","77,865","1,272","5,749"
"Grand Prairie city, Texas","","",""
"    Estimate","193,505","9,867","10,805"
"Grapevine city, Texas","","",""
"    Estimate","55,009","1,556","1,558"
"Greenville city, Texas","","",""
"    Estimate","28,164","3,409","605"
"Haltom City city, Texas","","",""
"    Estimate","43,386","3,012","2,148"
"Harker Heights city, Texas","","",""
"    Estimate","32,210","1,841","2,565"
"Harlingen city, Texas","","",""
"    Estimate","64,287","8,665","13,520"
"Horizon City city, Texas","","",""
"    Estimate","","",""
"Houston city, Texas","","",""
"    Estimate","2,283,192","186,033","263,700"
"Huntsville city, Texas","","",""
"    Estimate","31,937","5,879","3,109"
"Hurst city, Texas","","",""
"    Estimate","38,390","3,948","202"
"Hutto city, Texas","","",""
"    Estimate","26,731","206","1,943"
"Irving city, Texas","","",""
"    Estimate","238,193","11,079","13,369"
"Keller city, Texas","","",""
"    Estimate","46,607","477","165"
"Kerrville city, Texas","","",""
"    Estimate","22,556","1,225","1,754"
"Killeen city, Texas","","",""
"    Estimate","151,089","8,819","15,880"
"Kingsville city, Texas","","",""
"    Estimate","24,744","2,942","3,689"
"Kyle city, Texas","","",""
"    Estimate","45,850","371","982"
"Lake Jackson city, Texas","","",""
"    Estimate","27,073","504","2,245"
"La Marque city, Texas","","",""
"    Estimate","21,360","1,681","1,511"
"Lancaster city, Texas","","",""
"    Estimate","38,445","3,882","73"
"La Porte city, Texas","","",""
"    Estimate","34,690","668","1,510"
"Laredo city, Texas","","",""
"    Estimate","260,756","22,252","28,639"
"League City city, Texas","","",""
"    Estimate","106,095","1,114","539"
"Leander city, Texas","","",""
"    Estimate","68,424","222","1,221"
"Lewisville city, Texas","","",""
"    Estimate","107,252","2,373","6,513"
"Little Elm city, Texas","","",""
"    Estimate","52,233","928","2,644"
"Longview city, Texas","","",""
"    Estimate","78,992","4,115","11,122"
"Lubbock city, Texas","","",""
"    Estimate","247,260","23,985","26,859"
"Lufkin city, Texas","","",""
"    Estimate","34,153","805","2,996"
"McAllen city, Texas","","",""
"    Estimate","142,219","9,973","19,449"
"McKinney city, Texas","","",""
"    Estimate","196,600","7,398","7,655"
"Mansfield city, Texas","","",""
"    Estimate","74,485","2,513","594"
"Marshall city, Texas","","",""
"    Estimate","19,602","5,238","2,363"
"Mesquite city, Texas","","",""
"    Estimate","140,205","3,675","6,320"
"Midland city, Texas","","",""
"    Estimate","144,258","6,207","9,145"
"Midlothian city, Texas","","",""
"    Estimate","33,444","1,659","876"
"Mission city, Texas","","",""
"    Estimate","84,132","6,318","8,476"
"Mission Bend CDP, Texas","","",""
"    Estimate","35,041","681","3,377"
"Missouri City city, Texas","","",""
"    Estimate","75,193","1,125","304"
"Murphy city, Texas","","",""
"    Estimate","","",""
"Nacogdoches city, Texas","","",""
"    Estimate","27,652","1,488","5,830"
"New Braunfels city, Texas","","",""
"    Estimate","89,952","1,688","3,454"
"North Richland Hills city, Texas","","",""
"    Estimate","69,345","1,398","2,259"
"Odessa city, Texas","","",""
"    Estimate","121,263","7,853","2,107"
"Palestine city, Texas","","",""
"    Estimate","21,251","1,191","3,069"
"Paris city, Texas","","",""
"    Estimate","24,253","3,778","3,375"
"Pasadena city, Texas","","",""
"    Estimate","149,866","9,794","16,018"
"Pearland city, Texas","","",""
"    Estimate","130,477","4,083","753"
"Pecan Grove CDP, Texas","","",""
"    Estimate","","",""
"Pflugerville city, Texas","","",""
"    Estimate","64,879","1,289","3,182"
"Pharr city, Texas","","",""
"    Estimate","78,995","14,132","15,989"
"Plainview city, Texas","","",""
"    Estimate","20,901","1,381","1,868"
"Plano city, Texas","","",""
"    Estimate","284,711","13,193","8,162"
"Port Arthur city, Texas","","",""
"    Estimate","53,563","6,955","7,338"
"Prosper town, Texas","","",""
"    Estimate","","",""
"Richardson city, Texas","","",""
"    Estimate","118,145","5,716","7,828"
"Rockwall city, Texas","","",""
"    Estimate","45,563","903","1,280"
"Rosenberg city, Texas","","",""
"    Estimate","38,161","2,277","2,185"
"Round Rock city, Texas","","",""
"    Estimate","132,932","2,883","5,125"
"Rowlett city, Texas","","",""
"    Estimate","66,470","1,855","3,431"
"Sachse city, Texas","","",""
"    Estimate","","",""
"Saginaw city, Texas","","",""
"    Estimate","24,309","1,120","194"
"San Angelo city, Texas","","",""
"    Estimate","92,192","6,381","5,520"
"San Antonio city, Texas","","",""
"    Estimate","1,524,107","105,386","150,146"
"San Benito city, Texas","","",""
"    Estimate","24,023","3,314","4,902"
"San Juan city, Texas","","",""
"    Estimate","36,889","6,266","4,480"
"San Marcos city, Texas","","",""
"    Estimate","58,286","9,249","7,425"
"Schertz city, Texas","","",""
"    Estimate","45,157","745","659"
"Seguin city, Texas","","",""
"    Estimate","28,117","1,252","879"
"Sherman city, Texas","","",""
"    Estimate","42,382","838","2,738"
"Sienna Plantation CDP, Texas","","",""
"    Estimate","","",""
"Socorro city, Texas","","",""
"    Estimate","34,087","2,400","4,495"
"South Houston city, Texas","","",""
"    Estimate","20,876","3,013","3,552"
"Southlake city, Texas","","",""
"    Estimate","","",""
"Spring CDP, Texas","","",""
"    Estimate","61,704","950","738"
"Stephenville city, Texas","","",""
"    Estimate","17,563","1,817","1,116"
"Sugar Land city, Texas","","",""
"    Estimate","118,376","2,037","2,105"
"Temple city, Texas","","",""
"    Estimate","76,394","7,445","4,510"
"Texarkana city, Texas","","",""
"    Estimate","34,363","2,830","3,654"
"Texas City city, Texas","","",""
"    Estimate","49,134","5,357","3,999"
"The Colony city, Texas","","",""
"    Estimate","44,433","1,232","1,057"
"The Woodlands CDP, Texas","","",""
"    Estimate","116,739","2,920","2,271"
"Timberwood Park CDP, Texas","","",""
"    Estimate","","",""
"Tyler city, Texas","","",""
"    Estimate","102,275","6,980","5,866"
"Universal City city, Texas","","",""
"    Estimate","22,798","704","2,897"
"University Park city, Texas","","",""
"    Estimate","22,420","812","296"
"Uvalde city, Texas","","",""
"    Estimate","20,003","749","3,335"
"Victoria city, Texas","","",""
"    Estimate","65,856","4,069","7,450"
"Waco city, Texas","","",""
"    Estimate","130,890","15,868","17,849"
"Watauga city, Texas","","",""
"    Estimate","24,380","281","1,602"
"Waxahachie city, Texas","","",""
"    Estimate","36,438","1,017","2,936"
"Weatherford city, Texas","","",""
"    Estimate","31,489","778","3,159"
"Weslaco city, Texas","","",""
"    Estimate","41,067","3,046","3,810"
"West Odessa CDP, Texas","","",""
"    Estimate","","",""
"West University Place city, Texas","","",""
"    Estimate","","",""
"Wichita Falls city, Texas","","",""
"    Estimate","91,865","5,335","8,154"
"Wylie city, Texas","","",""
"    Estimate","52,503","1,798","921"
"American Fork city, Utah","","",""
"    Estimate","32,746","571","551"
"Bountiful city, Utah","","",""
"    Estimate","43,429","378","559"
"Brigham City city, Utah","","",""
"    Estimate","19,671","871","192"
"Cedar City city, Utah","","",""
"    Estimate","31,769","2,808","2,085"
"Clearfield city, Utah","","",""
"    Estimate","31,986","626","3,000"
"Clinton city, Utah","","",""
"    Estimate","28,156","833","104"
"Cottonwood Heights city, Utah","","",""
"    Estimate","33,841","798","692"
"Draper city, Utah","","",""
"    Estimate","46,394","1,660","343"
"Eagle Mountain city, Utah","","",""
"    Estimate","38,291","988","2,136"
"Farmington city, Utah","","",""
"    Estimate","24,353","379","332"
"Herriman city, Utah","","",""
"    Estimate","51,344","1,357","1,137"
"Holladay city, Utah","","",""
"    Estimate","30,174","1,373","624"
"Hurricane city, Utah","","",""
"    Estimate","23,623","1,908","2,037"
"Kaysville city, Utah","","",""
"    Estimate","32,402","106","787"
"Kearns, Utah","","",""
"    Estimate","36,107","325","3,658"
"Layton city, Utah","","",""
"    Estimate","77,801","1,859","4,388"
"Lehi city, Utah","","",""
"    Estimate","69,318","1,395","3,163"
"Logan city, Utah","","",""
"    Estimate","48,574","7,044","5,731"
"Magna, Utah","","",""
"    Estimate","26,130","2,501","463"
"Midvale city, Utah","","",""
"    Estimate","34,109","941","1,077"
"Millcreek city, Utah","","",""
"    Estimate","60,753","2,670","2,102"
"Murray city, Utah","","",""
"    Estimate","48,446","2,182","1,422"
"North Salt Lake city, Utah","","",""
"    Estimate","","",""
"Ogden city, Utah","","",""
"    Estimate","85,708","2,823","5,909"
"Orem city, Utah","","",""
"    Estimate","96,506","4,910","5,301"
"Payson city, Utah","","",""
"    Estimate","21,782","959","1,002"
"Pleasant Grove city, Utah","","",""
"    Estimate","38,203","1,259","1,338"
"Provo city, Utah","","",""
"    Estimate","105,340","11,506","14,535"
"Riverton city, Utah","","",""
"    Estimate","44,281","979","1,131"
"Roy city, Utah","","",""
"    Estimate","39,419","296","634"
"St. George city, Utah","","",""
"    Estimate","87,914","1,484","8,483"
"Salt Lake City city, Utah","","",""
"    Estimate","195,179","11,914","16,202"
"Sandy city, Utah","","",""
"    Estimate","95,777","3,807","2,020"
"Saratoga Springs city, Utah","","",""
"    Estimate","33,288","779","432"
"South Jordan city, Utah","","",""
"    Estimate","76,585","572","1,010"
"South Ogden city, Utah","","",""
"    Estimate","21,340","339","716"
"South Salt Lake city, Utah","","",""
"    Estimate","24,372","948","1,749"
"Spanish Fork city, Utah","","",""
"    Estimate","40,092","1,250","1,275"
"Springville city, Utah","","",""
"    Estimate","33,078","1,134","1,232"
"Syracuse city, Utah","","",""
"    Estimate","","",""
"Taylorsville city, Utah","","",""
"    Estimate","59,542","2,547","2,813"
"Tooele city, Utah","","",""
"    Estimate","35,728","549","602"
"Washington city, Utah","","",""
"    Estimate","29,140","161","491"
"West Jordan city, Utah","","",""
"    Estimate","115,624","3,204","5,855"
"West Valley City city, Utah","","",""
"    Estimate","134,570","6,589","13,357"
"Burlington city, Vermont","","",""
"    Estimate","35,827","5,357","3,817"
"South Burlington city, Vermont","","",""
"    Estimate","21,298","530","1,433"
"Alexandria city, Virginia","","",""
"    Estimate","157,636","6,664","6,815"
"Annandale CDP, Virginia","","",""
"    Estimate","41,041","978","1,949"
"Arlington CDP, Virginia","","",""
"    Estimate","233,464","11,742","8,342"
"Ashburn CDP, Virginia","","",""
"    Estimate","48,105","457","275"
"Bailey's Crossroads CDP, Virginia","","",""
"    Estimate","27,177","1,946","3,642"
"Blacksburg town, Virginia","","",""
"    Estimate","35,013","11,227","3,165"
"Brambleton CDP, Virginia","","",""
"    Estimate","","",""
"Buckhall CDP, Virginia","","",""
"    Estimate","","",""
"Burke CDP, Virginia","","",""
"    Estimate","40,985","194","347"
"Cave Spring CDP, Virginia","","",""
"    Estimate","27,200","638","1,101"
"Centreville CDP, Virginia","","",""
"    Estimate","66,270","380","716"
"Chantilly CDP, Virginia","","",""
"    Estimate","26,536","400","104"
"Charlottesville city, Virginia","","",""
"    Estimate","44,273","7,479","3,513"
"Cherry Hill CDP, Virginia","","",""
"    Estimate","20,082","238","897"
"Chesapeake city, Virginia","","",""
"    Estimate","238,736","7,454","11,637"
"Chester CDP, Virginia","","",""
"    Estimate","20,066","579","185"
"Christiansburg town, Virginia","","",""
"    Estimate","23,358","3,167","892"
"Culpeper town, Virginia","","",""
"    Estimate","18,928","1,200","1,389"
"Dale City CDP, Virginia","","",""
"    Estimate","73,846","2,198","1,960"
