"Label (Grouping)","Total:","Total:!!Occupied","Total:!!Vacant"
"Jenks city, Oklahoma","","",""
"    Estimate","9,213","8,445","768"
"Lawton city, Oklahoma","","",""
"    Estimate","40,665","32,174","8,491"
"Midwest City city, Oklahoma","","",""
"    Estimate","22,754","20,971","1,783"
"Moore city, Oklahoma","","",""
"    Estimate","27,487","25,574","1,913"
"Muskogee city, Oklahoma","","",""
"    Estimate","17,739","15,286","2,453"
"Mustang city, Oklahoma","","",""
"    Estimate","7,364","6,854","510"
"Norman city, Oklahoma","","",""
"    Estimate","52,636","48,531","4,105"
"Oklahoma City city, Oklahoma","","",""
"    Estimate","281,616","249,615","32,001"
"Owasso city, Oklahoma","","",""
"    Estimate","14,406","13,721","685"
"Ponca City city, Oklahoma","","",""
"    Estimate","12,129","10,077","2,052"
"Sand Springs city, Oklahoma","","",""
"    Estimate","8,175","7,599","576"
"Sapulpa city, Oklahoma","","",""
"    Estimate","9,119","8,353","766"
"Shawnee city, Oklahoma","","",""
"    Estimate","13,859","11,792","2,067"
"Stillwater city, Oklahoma","","",""
"    Estimate","22,427","19,119","3,308"
"Tulsa city, Oklahoma","","",""
"    Estimate","187,906","163,801","24,105"
"Yukon city, Oklahoma","","",""
"    Estimate","8,830","8,428","402"
"Albany city, Oregon","","",""
"    Estimate","22,113","21,888","225"
"Aloha CDP, Oregon","","",""
"    Estimate","19,730","18,870","860"
"Ashland city, Oregon","","",""
"    Estimate","11,915","9,588","2,327"
"Beaverton city, Oregon","","",""
"    Estimate","46,034","43,659","2,375"
"Bend city, Oregon","","",""
"    Estimate","44,562","39,371","5,191"
"Bethany CDP, Oregon","","",""
"    Estimate","9,777","9,702","75"
"Central Point city, Oregon","","",""
"    Estimate","7,397","7,397","0"
"Corvallis city, Oregon","","",""
"    Estimate","25,745","24,259","1,486"
"Eugene city, Oregon","","",""
"    Estimate","76,076","73,331","2,745"
"Forest Grove city, Oregon","","",""
"    Estimate","8,564","8,421","143"
"Grants Pass city, Oregon","","",""
"    Estimate","16,306","15,582","724"
"Gresham city, Oregon","","",""
"    Estimate","42,870","40,604","2,266"
"Happy Valley city, Oregon","","",""
"    Estimate","8,510","7,810","700"
"Hayesville CDP, Oregon","","",""
"    Estimate","7,745","7,481","264"
"Hillsboro city, Oregon","","",""
"    Estimate","40,299","38,085","2,214"
"Keizer city, Oregon","","",""
"    Estimate","16,843","15,813","1,030"
"Klamath Falls city, Oregon","","",""
"    Estimate","11,049","10,426","623"
"Lake Oswego city, Oregon","","",""
"    Estimate","17,790","16,820","970"
"Lebanon city, Oregon","","",""
"    Estimate","7,767","7,628","139"
"McMinnville city, Oregon","","",""
"    Estimate","14,607","13,207","1,400"
"Medford city, Oregon","","",""
"    Estimate","35,803","33,047","2,756"
"Milwaukie city, Oregon","","",""
"    Estimate","9,932","9,446","486"
"Newberg city, Oregon","","",""
"    Estimate","9,278","8,094","1,184"
"Oak Grove CDP, Oregon","","",""
"    Estimate","8,514","8,514","0"
"Oregon City city, Oregon","","",""
"    Estimate","15,355","14,484","871"
"Portland city, Oregon","","",""
"    Estimate","298,837","280,176","18,661"
"Redmond city, Oregon","","",""
"    Estimate","11,278","11,195","83"
"Roseburg city, Oregon","","",""
"    Estimate","11,017","10,540","477"
"Salem city, Oregon","","",""
"    Estimate","64,209","61,087","3,122"
"Springfield city, Oregon","","",""
"    Estimate","26,476","25,325","1,151"
"Tigard city, Oregon","","",""
"    Estimate","21,381","20,073","1,308"
"Tualatin city, Oregon","","",""
"    Estimate","11,421","10,496","925"
"West Linn city, Oregon","","",""
"    Estimate","10,835","10,435","400"
"Wilsonville city, Oregon","","",""
"    Estimate","10,628","10,040","588"
"Woodburn city, Oregon","","",""
"    Estimate","8,469","7,921","548"
"Allentown city, Pennsylvania","","",""
"    Estimate","46,003","40,959","5,044"
"Allison Park CDP, Pennsylvania","","",""
"    Estimate","9,027","8,758","269"
"Altoona city, Pennsylvania","","",""
"    Estimate","20,943","19,243","1,700"
"Baldwin borough, Pennsylvania","","",""
"    Estimate","9,649","9,082","567"
"Bethel Park municipality, Pennsylvania","","",""
"    Estimate","13,646","13,268","378"
"Bethlehem city, Pennsylvania","","",""
"    Estimate","31,564","29,213","2,351"
"Carlisle borough, Pennsylvania","","",""
"    Estimate","8,914","8,487","427"
"Chambersburg borough, Pennsylvania","","",""
"    Estimate","10,681","10,515","166"
"Chester city, Pennsylvania","","",""
"    Estimate","13,227","11,008","2,219"
"Drexel Hill CDP, Pennsylvania","","",""
"    Estimate","12,518","11,425","1,093"
"Easton city, Pennsylvania","","",""
"    Estimate","10,484","9,462","1,022"
"Erie city, Pennsylvania","","",""
"    Estimate","44,862","39,790","5,072"
"Harrisburg city, Pennsylvania","","",""
"    Estimate","25,708","21,399","4,309"
"Hazleton city, Pennsylvania","","",""
"    Estimate","10,672","9,374","1,298"
"King of Prussia CDP, Pennsylvania","","",""
"    Estimate","11,927","11,117","810"
"Lancaster city, Pennsylvania","","",""
"    Estimate","23,542","23,014","528"
"Lebanon city, Pennsylvania","","",""
"    Estimate","11,597","10,458","1,139"
"Levittown CDP, Pennsylvania","","",""
"    Estimate","17,782","17,338","444"
"Monroeville municipality, Pennsylvania","","",""
"    Estimate","13,159","11,711","1,448"
"Murrysville municipality, Pennsylvania","","",""
"    Estimate","8,233","8,011","222"
"New Castle city, Pennsylvania","","",""
"    Estimate","11,188","9,191","1,997"
"Norristown borough, Pennsylvania","","",""
"    Estimate","15,207","14,076","1,131"
"Philadelphia city, Pennsylvania","","",""
"    Estimate","691,653","619,505","72,148"
"Pittsburgh city, Pennsylvania","","",""
"    Estimate","158,561","143,276","15,285"
"Plum borough, Pennsylvania","","",""
"    Estimate","12,430","11,147","1,283"
"Pottstown borough, Pennsylvania","","",""
"    Estimate","11,704","10,153","1,551"
"Reading city, Pennsylvania","","",""
"    Estimate","33,489","29,325","4,164"
"Scranton city, Pennsylvania","","",""
"    Estimate","36,634","30,923","5,711"
"State College borough, Pennsylvania","","",""
"    Estimate","13,634","12,372","1,262"
"Upper St. Clair CDP, Pennsylvania","","",""
"    Estimate","7,857","7,538","319"
"West Chester borough, Pennsylvania","","",""
"    Estimate","7,820","7,426","394"
"Wilkes-Barre city, Pennsylvania","","",""
"    Estimate","20,127","16,727","3,400"
"Williamsport city, Pennsylvania","","",""
"    Estimate","13,640","10,787","2,853"
"York city, Pennsylvania","","",""
"    Estimate","19,174","17,372","1,802"
"Central Falls city, Rhode Island","","",""
"    Estimate","7,326","6,156","1,170"
"Cranston city, Rhode Island","","",""
"    Estimate","32,471","31,182","1,289"
"East Providence city, Rhode Island","","",""
"    Estimate","22,080","19,907","2,173"
"Newport city, Rhode Island","","",""
"    Estimate","13,453","10,150","3,303"
"Pawtucket city, Rhode Island","","",""
"    Estimate","31,325","28,452","2,873"
"Providence city, Rhode Island","","",""
"    Estimate","75,963","62,046","13,917"
"Warwick city, Rhode Island","","",""
"    Estimate","36,927","34,833","2,094"
"Woonsocket city, Rhode Island","","",""
"    Estimate","19,128","17,100","2,028"
"Aiken city, South Carolina","","",""
"    Estimate","13,763","12,758","1,005"
"Anderson city, South Carolina","","",""
"    Estimate","12,052","10,442","1,610"
"Bluffton town, South Carolina","","",""
"    Estimate","9,482","8,497","985"
"Charleston city, South Carolina","","",""
"    Estimate","66,893","58,902","7,991"
"Columbia city, South Carolina","","",""
"    Estimate","53,200","45,474","7,726"
"Conway city, South Carolina","","",""
"    Estimate","9,085","7,680","1,405"
"Easley city, South Carolina","","",""
"    Estimate","9,866","8,664","1,202"
"Five Forks CDP, South Carolina","","",""
"    Estimate","7,484","7,045","439"
"Florence city, South Carolina","","",""
"    Estimate","18,867","15,499","3,368"
"Fort Mill town, South Carolina","","",""
"    Estimate","7,939","7,762","177"
"Goose Creek city, South Carolina","","",""
"    Estimate","16,061","14,484","1,577"
"Greenville city, South Carolina","","",""
"    Estimate","35,161","32,250","2,911"
"Greenwood city, South Carolina","","",""
"    Estimate","10,511","9,733","778"
"Greer city, South Carolina","","",""
"    Estimate","14,539","12,942","1,597"
"Hanahan city, South Carolina","","",""
"    Estimate","9,029","8,427","602"
"Hilton Head Island town, South Carolina","","",""
"    Estimate","37,066","17,446","19,620"
"Lexington town, South Carolina","","",""
"    Estimate","9,862","9,333","529"
"Mauldin city, South Carolina","","",""
"    Estimate","9,890","9,380","510"
"Mount Pleasant town, South Carolina","","",""
"    Estimate","39,477","36,111","3,366"
"Myrtle Beach city, South Carolina","","",""
"    Estimate","26,038","14,792","11,246"
"North Augusta city, South Carolina","","",""
"    Estimate","10,892","8,571","2,321"
"North Charleston city, South Carolina","","",""
"    Estimate","52,834","47,066","5,768"
"North Myrtle Beach city, South Carolina","","",""
"    Estimate","29,919","11,138","18,781"
"Rock Hill city, South Carolina","","",""
"    Estimate","34,067","32,341","1,726"
"St. Andrews CDP, South Carolina","","",""
"    Estimate","14,159","11,349","2,810"
"Simpsonville city, South Carolina","","",""
"    Estimate","10,031","9,112","919"
"Socastee CDP, South Carolina","","",""
"    Estimate","10,575","8,916","1,659"
"Spartanburg city, South Carolina","","",""
"    Estimate","16,126","13,862","2,264"
"Summerville town, South Carolina","","",""
"    Estimate","22,188","20,815","1,373"
"Sumter city, South Carolina","","",""
"    Estimate","17,673","15,598","2,075"
"Taylors CDP, South Carolina","","",""
"    Estimate","10,374","9,049","1,325"
"Wade Hampton CDP, South Carolina","","",""
"    Estimate","10,838","9,585","1,253"
"Aberdeen city, South Dakota","","",""
"    Estimate","14,051","12,867","1,184"
"Brookings city, South Dakota","","",""
"    Estimate","10,273","9,044","1,229"
"Rapid City city, South Dakota","","",""
"    Estimate","33,517","31,387","2,130"
"Sioux Falls city, South Dakota","","",""
"    Estimate","80,743","76,996","3,747"
"Watertown city, South Dakota","","",""
"    Estimate","10,902","10,363","539"
"Bartlett city, Tennessee","","",""
"    Estimate","22,445","21,316","1,129"
"Brentwood city, Tennessee","","",""
"    Estimate","14,212","14,010","202"
"Bristol city, Tennessee","","",""
"    Estimate","11,835","11,201","634"
"Chattanooga city, Tennessee","","",""
"    Estimate","89,597","79,565","10,032"
"Clarksville city, Tennessee","","",""
"    Estimate","64,806","58,985","5,821"
"Cleveland city, Tennessee","","",""
"    Estimate","18,945","17,162","1,783"
"Collierville town, Tennessee","","",""
"    Estimate","17,815","17,190","625"
"Columbia city, Tennessee","","",""
"    Estimate","17,449","16,116","1,333"
"Cookeville city, Tennessee","","",""
"    Estimate","15,169","13,519","1,650"
"East Ridge city, Tennessee","","",""
"    Estimate","10,046","9,205","841"
"Farragut town, Tennessee","","",""
"    Estimate","8,568","8,094","474"
"Franklin city, Tennessee","","",""
"    Estimate","34,205","32,690","1,515"
"Gallatin city, Tennessee","","",""
"    Estimate","17,726","16,980","746"
"Germantown city, Tennessee","","",""
"    Estimate","15,843","14,911","932"
"Hendersonville city, Tennessee","","",""
"    Estimate","22,737","21,325","1,412"
"Jackson city, Tennessee","","",""
"    Estimate","29,036","25,925","3,111"
"Johnson City city, Tennessee","","",""
"    Estimate","33,233","30,724","2,509"
"Kingsport city, Tennessee","","",""
"    Estimate","27,929","24,638","3,291"
"Knoxville city, Tennessee","","",""
"    Estimate","93,470","83,492","9,978"
"La Vergne city, Tennessee","","",""
"    Estimate","11,424","10,479","945"
"Lebanon city, Tennessee","","",""
"    Estimate","13,587","13,154","433"
"Maryville city, Tennessee","","",""
"    Estimate","12,377","10,610","1,767"
"Memphis city, Tennessee","","",""
"    Estimate","301,473","254,423","47,050"
"Morristown city, Tennessee","","",""
"    Estimate","13,148","12,267","881"
"Mount Juliet city, Tennessee","","",""
"    Estimate","14,276","12,451","1,825"
"Murfreesboro city, Tennessee","","",""
"    Estimate","59,716","52,530","7,186"
"Nashville-Davidson metropolitan government (balance), Tennessee","","",""
"    Estimate","314,344","279,545","34,799"
"Oak Ridge city, Tennessee","","",""
"    Estimate","14,172","11,364","2,808"
"Sevierville city, Tennessee","","",""
"    Estimate","8,723","6,765","1,958"
"Shelbyville city, Tennessee","","",""
"    Estimate","9,414","8,908","506"
"Smyrna town, Tennessee","","",""
"    Estimate","20,561","19,188","1,373"
"Spring Hill city, Tennessee","","",""
"    Estimate","13,466","13,466","0"
"Abilene city, Texas","","",""
"    Estimate","49,516","43,010","6,506"
"Alice city, Texas","","",""
"    Estimate","7,584","6,487","1,097"
"Allen city, Texas","","",""
"    Estimate","35,664","34,548","1,116"
"Alvin city, Texas","","",""
"    Estimate","11,372","10,161","1,211"
"Amarillo city, Texas","","",""
"    Estimate","85,889","76,207","9,682"
"Anna city, Texas","","",""
"    Estimate","7,824","7,081","743"
"Arlington city, Texas","","",""
"    Estimate","148,396","138,639","9,757"
"Atascocita CDP, Texas","","",""
"    Estimate","26,794","25,490","1,304"
"Austin city, Texas","","",""
"    Estimate","442,388","409,903","32,485"
"Balch Springs city, Texas","","",""
"    Estimate","8,853","7,903","950"
"Baytown city, Texas","","",""
"    Estimate","28,802","26,978","1,824"
"Beaumont city, Texas","","",""
"    Estimate","55,245","45,435","9,810"
"Bedford city, Texas","","",""
"    Estimate","20,206","20,072","134"
"Belton city, Texas","","",""
"    Estimate","8,408","7,503","905"
"Benbrook city, Texas","","",""
"    Estimate","11,195","9,607","1,588"
"Big Spring city, Texas","","",""
"    Estimate","10,174","9,119","1,055"
"Brownsville city, Texas","","",""
"    Estimate","59,943","55,052","4,891"
"Bryan city, Texas","","",""
"    Estimate","36,121","31,053","5,068"
"Burleson city, Texas","","",""
"    Estimate","17,056","16,553","503"
"Canyon Lake CDP, Texas","","",""
"    Estimate","12,586","10,100","2,486"
"Carrollton city, Texas","","",""
"    Estimate","52,932","48,963","3,969"
"Cedar Hill city, Texas","","",""
"    Estimate","15,955","14,921","1,034"
"Cedar Park city, Texas","","",""
"    Estimate","24,793","24,034","759"
"Channelview CDP, Texas","","",""
"    Estimate","15,047","14,036","1,011"
"Cibolo city, Texas","","",""
"    Estimate","10,281","8,941","1,340"
"Cleburne city, Texas","","",""
"    Estimate","11,852","11,063","789"
"Cloverleaf CDP, Texas","","",""
"    Estimate","8,440","7,481","959"
"College Station city, Texas","","",""
"    Estimate","48,855","40,281","8,574"
"Colleyville city, Texas","","",""
"    Estimate","9,433","9,387","46"
"Conroe city, Texas","","",""
"    Estimate","35,788","31,236","4,552"
"Converse city, Texas","","",""
"    Estimate","8,644","8,184","460"
"Coppell city, Texas","","",""
"    Estimate","15,296","15,296","0"
"Copperas Cove city, Texas","","",""
"    Estimate","13,888","12,248","1,640"
"Corinth city, Texas","","",""
"    Estimate","7,134","7,134","0"
"Corpus Christi city, Texas","","",""
"    Estimate","134,604","119,184","15,420"
"Corsicana city, Texas","","",""
"    Estimate","9,369","8,419","950"
"Dallas city, Texas","","",""
"    Estimate","589,260","518,998","70,262"
"Deer Park city, Texas","","",""
"    Estimate","10,467","10,233","234"
"Del Rio city, Texas","","",""
"    Estimate","14,469","13,015","1,454"
"Denison city, Texas","","",""
"    Estimate","10,194","8,613","1,581"
"Denton city, Texas","","",""
"    Estimate","51,628","46,151","5,477"
"DeSoto city, Texas","","",""
"    Estimate","22,293","20,371","1,922"
"Duncanville city, Texas","","",""
"    Estimate","15,152","13,796","1,356"
"Eagle Pass city, Texas","","",""
"    Estimate","10,134","9,414","720"
"Edinburg city, Texas","","",""
"    Estimate","33,635","30,224","3,411"
"El Paso city, Texas","","",""
"    Estimate","250,077","223,076","27,001"
"Ennis city, Texas","","",""
"    Estimate","8,278","7,485","793"
"Euless city, Texas","","",""
"    Estimate","24,521","22,951","1,570"
"Farmers Branch city, Texas","","",""
"    Estimate","20,336","17,920","2,416"
"Flower Mound town, Texas","","",""
"    Estimate","27,698","27,199","499"
"Forney city, Texas","","",""
"    Estimate","8,424","8,424","0"
"Fort Hood CDP, Texas","","",""
"    Estimate","7,052","2,076","4,976"
"Fort Worth city, Texas","","",""
"    Estimate","346,502","309,097","37,405"
"Fresno CDP, Texas","","",""
"    Estimate","8,745","8,082","663"
"Friendswood city, Texas","","",""
"    Estimate","13,355","12,149","1,206"
"Frisco city, Texas","","",""
"    Estimate","73,042","67,851","5,191"
"Galveston city, Texas","","",""
"    Estimate","30,536","20,332","10,204"
"Garland city, Texas","","",""
"    Estimate","76,812","72,410","4,402"
"Georgetown city, Texas","","",""
"    Estimate","31,341","29,882","1,459"
"Grand Prairie city, Texas","","",""
"    Estimate","67,103","62,030","5,073"
"Grapevine city, Texas","","",""
"    Estimate","22,849","22,546","303"
"Greenville city, Texas","","",""
"    Estimate","12,086","12,086","0"
"Haltom City city, Texas","","",""
"    Estimate","16,059","14,084","1,975"
"Harker Heights city, Texas","","",""
"    Estimate","11,933","10,265","1,668"
"Harlingen city, Texas","","",""
"    Estimate","26,908","22,901","4,007"
"Horizon City city, Texas","","",""
"    Estimate","8,065","7,041","1,024"
"Houston city, Texas","","",""
"    Estimate","987,158","876,504","110,654"
"Huntsville city, Texas","","",""
"    Estimate","14,433","12,719","1,714"
"Hurst city, Texas","","",""
"    Estimate","14,093","13,100","993"
"Hutto city, Texas","","",""
"    Estimate","9,196","8,868","328"
"Irving city, Texas","","",""
"    Estimate","90,335","83,345","6,990"
"Keller city, Texas","","",""
"    Estimate","15,648","15,465","183"
"Kerrville city, Texas","","",""
"    Estimate","10,922","10,253","669"
"Killeen city, Texas","","",""
"    Estimate","64,280","57,079","7,201"
"Kingsville city, Texas","","",""
"    Estimate","11,307","8,987","2,320"
"Kyle city, Texas","","",""
"    Estimate","16,782","15,883","899"
"Lake Jackson city, Texas","","",""
"    Estimate","11,583","10,602","981"
"La Marque city, Texas","","",""
"    Estimate","10,669","8,567","2,102"
"Lancaster city, Texas","","",""
"    Estimate","14,491","13,309","1,182"
"La Porte city, Texas","","",""
"    Estimate","13,117","12,363","754"
"Laredo city, Texas","","",""
"    Estimate","80,365","73,066","7,299"
"League City city, Texas","","",""
"    Estimate","40,565","38,910","1,655"
"Leander city, Texas","","",""
"    Estimate","20,655","20,548","107"
"Lewisville city, Texas","","",""
"    Estimate","45,265","41,101","4,164"
"Little Elm city, Texas","","",""
"    Estimate","14,709","14,459","250"
"Longview city, Texas","","",""
"    Estimate","33,728","29,848","3,880"
"Lubbock city, Texas","","",""
"    Estimate","110,644","99,104","11,540"
"Lufkin city, Texas","","",""
"    Estimate","15,402","12,965","2,437"
"McAllen city, Texas","","",""
"    Estimate","53,749","47,094","6,655"
"McKinney city, Texas","","",""
"    Estimate","73,411","68,458","4,953"
"Mansfield city, Texas","","",""
"    Estimate","23,848","22,943","905"
"Marshall city, Texas","","",""
"    Estimate","8,870","7,004","1,866"
"Mesquite city, Texas","","",""
"    Estimate","54,256","49,549","4,707"
"Midland city, Texas","","",""
"    Estimate","50,942","47,961","2,981"
"Midlothian city, Texas","","",""
"    Estimate","10,733","10,562","171"
"Mission city, Texas","","",""
"    Estimate","28,684","24,709","3,975"
"Mission Bend CDP, Texas","","",""
"    Estimate","11,413","11,098","315"
"Missouri City city, Texas","","",""
"    Estimate","27,005","25,225","1,780"
"Murphy city, Texas","","",""
"    Estimate","5,682","5,682","0"
"Nacogdoches city, Texas","","",""
"    Estimate","13,848","12,307","1,541"
"New Braunfels city, Texas","","",""
"    Estimate","36,757","33,398","3,359"
"North Richland Hills city, Texas","","",""
"    Estimate","27,744","27,070","674"
"Odessa city, Texas","","",""
"    Estimate","47,765","42,465","5,300"
"Palestine city, Texas","","",""
"    Estimate","9,221","8,162","1,059"
"Paris city, Texas","","",""
"    Estimate","13,095","12,057","1,038"
"Pasadena city, Texas","","",""
"    Estimate","53,265","47,706","5,559"
"Pearland city, Texas","","",""
"    Estimate","47,564","47,106","458"
"Pecan Grove CDP, Texas","","",""
"    Estimate","7,150","6,250","900"
"Pflugerville city, Texas","","",""
"    Estimate","22,450","21,971","479"
"Pharr city, Texas","","",""
"    Estimate","26,385","23,126","3,259"
"Plainview city, Texas","","",""
"    Estimate","8,651","6,981","1,670"
"Plano city, Texas","","",""
"    Estimate","116,860","107,721","9,139"
"Port Arthur city, Texas","","",""
"    Estimate","24,393","18,970","5,423"
"Prosper town, Texas","","",""
"    Estimate","7,683","7,236","447"
"Richardson city, Texas","","",""
"    Estimate","46,978","43,322","3,656"
"Rockwall city, Texas","","",""
"    Estimate","17,404","16,876","528"
"Rosenberg city, Texas","","",""
"    Estimate","14,811","13,819","992"
"Round Rock city, Texas","","",""
"    Estimate","46,697","42,580","4,117"
"Rowlett city, Texas","","",""
"    Estimate","22,389","21,953","436"
"Sachse city, Texas","","",""
"    Estimate","7,842","7,842","0"
"Saginaw city, Texas","","",""
"    Estimate","8,213","7,994","219"
"San Angelo city, Texas","","",""
"    Estimate","41,673","36,990","4,683"
"San Antonio city, Texas","","",""
"    Estimate","561,467","512,273","49,194"
"San Benito city, Texas","","",""
"    Estimate","8,183","6,716","1,467"
"San Juan city, Texas","","",""
"    Estimate","9,261","8,788","473"
"San Marcos city, Texas","","",""
"    Estimate","27,187","24,286","2,901"
"Schertz city, Texas","","",""
"    Estimate","15,238","14,798","440"
"Seguin city, Texas","","",""
"    Estimate","12,301","11,130","1,171"
"Sherman city, Texas","","",""
"    Estimate","17,641","15,756","1,885"
"Sienna Plantation CDP, Texas","","",""
"    Estimate","6,406","6,406","0"
"Socorro city, Texas","","",""
"    Estimate","11,062","10,643","419"
"South Houston city, Texas","","",""
"    Estimate","6,295","5,775","520"
"Southlake city, Texas","","",""
"    Estimate","10,588","10,346","242"
"Spring CDP, Texas","","",""
"    Estimate","22,635","22,309","326"
"Stephenville city, Texas","","",""
"    Estimate","8,779","6,789","1,990"
"Sugar Land city, Texas","","",""
"    Estimate","41,472","40,077","1,395"
"Temple city, Texas","","",""
"    Estimate","31,020","28,819","2,201"
"Texarkana city, Texas","","",""
"    Estimate","16,039","13,650","2,389"
"Texas City city, Texas","","",""
"    Estimate","20,497","18,971","1,526"
"The Colony city, Texas","","",""
"    Estimate","18,504","16,319","2,185"
"The Woodlands CDP, Texas","","",""
"    Estimate","43,449","41,819","1,630"
"Timberwood Park CDP, Texas","","",""
"    Estimate","8,993","8,682","311"
"Tyler city, Texas","","",""
"    Estimate","43,733","37,504","6,229"
"Universal City city, Texas","","",""
"    Estimate","7,075","6,932","143"
"University Park city, Texas","","",""
"    Estimate","8,415","7,578","837"
"Uvalde city, Texas","","",""
"    Estimate","7,298","6,857","441"
"Victoria city, Texas","","",""
"    Estimate","27,414","21,806","5,608"
"Waco city, Texas","","",""
"    Estimate","56,686","50,523","6,163"
"Watauga city, Texas","","",""
"    Estimate","8,649","8,318","331"
"Waxahachie city, Texas","","",""
"    Estimate","13,991","13,435","556"
"Weatherford city, Texas","","",""
"    Estimate","12,502","10,879","1,623"
"Weslaco city, Texas","","",""
"    Estimate","16,731","12,707","4,024"
"West Odessa CDP, Texas","","",""
"    Estimate","7,427","6,679","748"
"West University Place city, Texas","","",""
"    Estimate","6,343","6,343","0"
"Wichita Falls city, Texas","","",""
"    Estimate","44,104","37,332","6,772"
"Wylie city, Texas","","",""
"    Estimate","17,349","17,086","263"
"American Fork city, Utah","","",""
"    Estimate","10,486","10,362","124"
"Bountiful city, Utah","","",""
"    Estimate","14,755","14,307","448"
"Brigham City city, Utah","","",""
"    Estimate","6,906","6,770","136"
"Cedar City city, Utah","","",""
"    Estimate","12,147","11,341","806"
"Clearfield city, Utah","","",""
"    Estimate","11,926","11,560","366"
"Clinton city, Utah","","",""
"    Estimate","7,748","7,515","233"
"Cottonwood Heights city, Utah","","",""
"    Estimate","13,725","12,946","779"
"Draper city, Utah","","",""
"    Estimate","13,944","13,147","797"
"Eagle Mountain city, Utah","","",""
"    Estimate","9,594","9,159","435"
"Farmington city, Utah","","",""
"    Estimate","8,965","8,399","566"
"Herriman city, Utah","","",""
"    Estimate","13,593","13,242","351"
"Holladay city, Utah","","",""
"    Estimate","11,457","10,086","1,371"
"Hurricane city, Utah","","",""
"    Estimate","9,033","8,679","354"
"Kaysville city, Utah","","",""
"    Estimate","8,864","8,718","146"
"Kearns, Utah","","",""
"    Estimate","9,463","9,294","169"
"Layton city, Utah","","",""
"    Estimate","25,869","25,307","562"
"Lehi city, Utah","","",""
"    Estimate","18,786","18,411","375"
"Logan city, Utah","","",""
"    Estimate","19,829","18,284","1,545"
"Magna, Utah","","",""
"    Estimate","7,192","6,957","235"
"Midvale city, Utah","","",""
"    Estimate","15,822","14,147","1,675"
"Millcreek city, Utah","","",""
"    Estimate","26,984","25,279","1,705"
"Murray city, Utah","","",""
"    Estimate","21,173","19,937","1,236"
"North Salt Lake city, Utah","","",""
"    Estimate","6,337","6,337","0"
"Ogden city, Utah","","",""
"    Estimate","33,866","30,509","3,357"
"Orem city, Utah","","",""
"    Estimate","30,913","29,380","1,533"
"Payson city, Utah","","",""
"    Estimate","6,254","6,164","90"
"Pleasant Grove city, Utah","","",""
"    Estimate","11,803","11,277","526"
"Provo city, Utah","","",""
"    Estimate","36,854","34,454","2,400"
"Riverton city, Utah","","",""
"    Estimate","12,534","11,728","806"
"Roy city, Utah","","",""
"    Estimate","13,880","13,797","83"
"St. George city, Utah","","",""
"    Estimate","35,813","30,816","4,997"
"Salt Lake City city, Utah","","",""
"    Estimate","89,624","81,839","7,785"
"Sandy city, Utah","","",""
"    Estimate","33,386","31,130","2,256"
"Saratoga Springs city, Utah","","",""
"    Estimate","9,692","8,852","840"
"South Jordan city, Utah","","",""
"    Estimate","21,135","20,542","593"
"South Ogden city, Utah","","",""
"    Estimate","8,205","7,388","817"
"South Salt Lake city, Utah","","",""
"    Estimate","11,709","10,661","1,048"
"Spanish Fork city, Utah","","",""
"    Estimate","11,452","11,289","163"
"Springville city, Utah","","",""
"    Estimate","9,805","9,561","244"
"Syracuse city, Utah","","",""
"    Estimate","8,434","8,261","173"
"Taylorsville city, Utah","","",""
"    Estimate","22,639","21,636","1,003"
"Tooele city, Utah","","",""
"    Estimate","11,695","10,681","1,014"
"Washington city, Utah","","",""
"    Estimate","12,772","10,229","2,543"
"West Jordan city, Utah","","",""
"    Estimate","36,892","35,366","1,526"
"West Valley City city, Utah","","",""
"    Estimate","39,162","36,842","2,320"
"Burlington city, Vermont","","",""
"    Estimate","17,190","16,761","429"
"South Burlington city, Vermont","","",""
"    Estimate","10,587","9,923","664"
"Alexandria city, Virginia","","",""
"    Estimate","76,424","71,005","5,419"
"Annandale CDP, Virginia","","",""
"    Estimate","13,910","13,611","299"
"Arlington CDP, Virginia","","",""
"    Estimate","118,883","111,887","6,996"
"Ashburn CDP, Virginia","","",""
"    Estimate","18,857","16,940","1,917"
"Bailey's Crossroads CDP, Virginia","","",""
"    Estimate","9,972","9,627","345"
"Blacksburg town, Virginia","","",""
"    Estimate","16,249","13,340","2,909"
"Brambleton CDP, Virginia","","",""
"    Estimate","5,992","5,992","0"
"Buckhall CDP, Virginia","","",""
"    Estimate","6,306","6,123","183"
"Burke CDP, Virginia","","",""
"    Estimate","13,236","13,236","0"
"Cave Spring CDP, Virginia","","",""
"    Estimate","12,213","10,983","1,230"
"Centreville CDP, Virginia","","",""
"    Estimate","24,510","23,288","1,222"
"Chantilly CDP, Virginia","","",""
"    Estimate","7,577","7,299","278"
"Charlottesville city, Virginia","","",""
"    Estimate","20,881","18,777","2,104"
"Cherry Hill CDP, Virginia","","",""
"    Estimate","7,766","6,409","1,357"
"Chesapeake city, Virginia","","",""
"    Estimate","92,584","86,878","5,706"
"Chester CDP, Virginia","","",""
"    Estimate","8,543","7,905","638"
"Christiansburg town, Virginia","","",""
"    Estimate","9,744","9,367","377"
"Culpeper town, Virginia","","",""
"    Estimate","6,843","6,361","482"
"Dale City CDP, Virginia","","",""
"    Estimate","21,339","20,660","679"
"Danville city, Virginia","","",""
"    Estimate","21,932","17,810","4,122"
