"Label (Grouping)","Total:","Total:!!With private health insurance","Total:!!No private health insurance"
"    Estimate","56,755","36,333","20,422"
"Moore city, Oklahoma","","",""
"    Estimate","60,746","49,383","11,363"
"Muskogee city, Oklahoma","","",""
"    Estimate","36,342","16,307","20,035"
"Mustang city, Oklahoma","","",""
"    Estimate","22,927","18,433","4,494"
"Norman city, Oklahoma","","",""
"    Estimate","123,882","98,499","25,383"
"Oklahoma City city, Oklahoma","","",""
"    Estimate","644,668","405,579","239,089"
"Owasso city, Oklahoma","","",""
"    Estimate","36,756","30,554","6,202"
"Ponca City city, Oklahoma","","",""
"    Estimate","24,019","14,622","9,397"
"Sand Springs city, Oklahoma","","",""
"    Estimate","20,092","14,220","5,872"
"Sapulpa city, Oklahoma","","",""
"    Estimate","21,749","15,296","6,453"
"Shawnee city, Oklahoma","","",""
"    Estimate","31,002","19,103","11,899"
"Stillwater city, Oklahoma","","",""
"    Estimate","49,812","39,839","9,973"
"Tulsa city, Oklahoma","","",""
"    Estimate","398,002","233,758","164,244"
"Yukon city, Oklahoma","","",""
"    Estimate","27,705","18,845","8,860"
"Albany city, Oregon","","",""
"    Estimate","55,734","38,539","17,195"
"Aloha CDP, Oregon","","",""
"    Estimate","54,411","38,782","15,629"
"Ashland city, Oregon","","",""
"    Estimate","19,191","12,511","6,680"
"Beaverton city, Oregon","","",""
"    Estimate","97,510","75,554","21,956"
"Bend city, Oregon","","",""
"    Estimate","100,198","71,228","28,970"
"Bethany CDP, Oregon","","",""
"    Estimate","27,948","25,529","2,419"
"Central Point city, Oregon","","",""
"    Estimate","19,466","12,402","7,064"
"Corvallis city, Oregon","","",""
"    Estimate","58,672","45,977","12,695"
"Eugene city, Oregon","","",""
"    Estimate","171,616","120,376","51,240"
"Forest Grove city, Oregon","","",""
"    Estimate","25,436","17,713","7,723"
"Grants Pass city, Oregon","","",""
"    Estimate","37,655","16,186","21,469"
"Gresham city, Oregon","","",""
"    Estimate","108,823","68,216","40,607"
"Happy Valley city, Oregon","","",""
"    Estimate","21,671","16,430","5,241"
"Hayesville CDP, Oregon","","",""
"    Estimate","21,860","10,338","11,522"
"Hillsboro city, Oregon","","",""
"    Estimate","108,009","85,977","22,032"
"Keizer city, Oregon","","",""
"    Estimate","39,565","24,801","14,764"
"Klamath Falls city, Oregon","","",""
"    Estimate","21,554","9,932","11,622"
"Lake Oswego city, Oregon","","",""
"    Estimate","39,740","31,957","7,783"
"Lebanon city, Oregon","","",""
"    Estimate","20,550","14,058","6,492"
"McMinnville city, Oregon","","",""
"    Estimate","34,299","21,784","12,515"
"Medford city, Oregon","","",""
"    Estimate","81,950","46,105","35,845"
"Milwaukie city, Oregon","","",""
"    Estimate","20,784","14,529","6,255"
"Newberg city, Oregon","","",""
"    Estimate","25,020","17,439","7,581"
"Oak Grove CDP, Oregon","","",""
"    Estimate","21,788","15,705","6,083"
"Oregon City city, Oregon","","",""
"    Estimate","36,638","25,940","10,698"
"Portland city, Oregon","","",""
"    Estimate","649,033","475,927","173,106"
"Redmond city, Oregon","","",""
"    Estimate","32,408","22,906","9,502"
"Roseburg city, Oregon","","",""
"    Estimate","24,932","14,899","10,033"
"Salem city, Oregon","","",""
"    Estimate","169,451","108,472","60,979"
"Springfield city, Oregon","","",""
"    Estimate","62,907","36,262","26,645"
"Tigard city, Oregon","","",""
"    Estimate","55,334","43,376","11,958"
"Tualatin city, Oregon","","",""
"    Estimate","29,087","21,483","7,604"
"West Linn city, Oregon","","",""
"    Estimate","26,649","22,563","4,086"
"Wilsonville city, Oregon","","",""
"    Estimate","24,082","19,589","4,493"
"Woodburn city, Oregon","","",""
"    Estimate","26,190","13,883","12,307"
"Allentown city, Pennsylvania","","",""
"    Estimate","119,185","51,190","67,995"
"Allison Park CDP, Pennsylvania","","",""
"    Estimate","21,129","17,977","3,152"
"Altoona city, Pennsylvania","","",""
"    Estimate","43,013","25,714","17,299"
"Baldwin borough, Pennsylvania","","",""
"    Estimate","20,942","15,944","4,998"
"Bethel Park municipality, Pennsylvania","","",""
"    Estimate","32,106","27,637","4,469"
"Bethlehem city, Pennsylvania","","",""
"    Estimate","75,094","51,958","23,136"
"Carlisle borough, Pennsylvania","","",""
"    Estimate","19,382","13,467","5,915"
"Chambersburg borough, Pennsylvania","","",""
"    Estimate","26,270","17,904","8,366"
"Chester city, Pennsylvania","","",""
"    Estimate","32,620","16,507","16,113"
"Drexel Hill CDP, Pennsylvania","","",""
"    Estimate","27,059","20,246","6,813"
"Easton city, Pennsylvania","","",""
"    Estimate","26,214","17,367","8,847"
"Erie city, Pennsylvania","","",""
"    Estimate","92,867","44,908","47,959"
"Harrisburg city, Pennsylvania","","",""
"    Estimate","48,974","25,483","23,491"
"Hazleton city, Pennsylvania","","",""
"    Estimate","24,540","10,322","14,218"
"King of Prussia CDP, Pennsylvania","","",""
"    Estimate","22,857","19,402","3,455"
"Lancaster city, Pennsylvania","","",""
"    Estimate","58,062","35,972","22,090"
"Lebanon city, Pennsylvania","","",""
"    Estimate","25,773","12,173","13,600"
"Levittown CDP, Pennsylvania","","",""
"    Estimate","47,421","36,394","11,027"
"Monroeville municipality, Pennsylvania","","",""
"    Estimate","26,566","20,979","5,587"
"Murrysville municipality, Pennsylvania","","",""
"    Estimate","19,858","15,026","4,832"
"New Castle city, Pennsylvania","","",""
"    Estimate","20,580","7,928","12,652"
"Norristown borough, Pennsylvania","","",""
"    Estimate","34,082","18,325","15,757"
"Philadelphia city, Pennsylvania","","",""
"    Estimate","1,570,389","874,657","695,732"
"Pittsburgh city, Pennsylvania","","",""
"    Estimate","294,736","217,381","77,355"
"Plum borough, Pennsylvania","","",""
"    Estimate","26,898","23,439","3,459"
"Pottstown borough, Pennsylvania","","",""
"    Estimate","25,172","15,848","9,324"
"Reading city, Pennsylvania","","",""
"    Estimate","88,145","40,535","47,610"
"Scranton city, Pennsylvania","","",""
"    Estimate","74,168","43,709","30,459"
"State College borough, Pennsylvania","","",""
"    Estimate","41,952","37,971","3,981"
"Upper St. Clair CDP, Pennsylvania","","",""
"    Estimate","19,672","18,024","1,648"
"West Chester borough, Pennsylvania","","",""
"    Estimate","22,241","18,361","3,880"
"Wilkes-Barre city, Pennsylvania","","",""
"    Estimate","39,808","22,227","17,581"
"Williamsport city, Pennsylvania","","",""
"    Estimate","27,614","15,201","12,413"
"York city, Pennsylvania","","",""
"    Estimate","43,741","19,703","24,038"
"Central Falls city, Rhode Island","","",""
"    Estimate","22,803","8,759","14,044"
"Cranston city, Rhode Island","","",""
"    Estimate","78,706","61,023","17,683"
"East Providence city, Rhode Island","","",""
"    Estimate","47,084","36,379","10,705"
"Newport city, Rhode Island","","",""
"    Estimate","22,082","14,884","7,198"
"Pawtucket city, Rhode Island","","",""
"    Estimate","71,575","44,552","27,023"
"Providence city, Rhode Island","","",""
"    Estimate","176,581","106,320","70,261"
"Warwick city, Rhode Island","","",""
"    Estimate","80,588","62,931","17,657"
"Woonsocket city, Rhode Island","","",""
"    Estimate","41,327","28,653","12,674"
"Aiken city, South Carolina","","",""
"    Estimate","29,979","21,265","8,714"
"Anderson city, South Carolina","","",""
"    Estimate","26,985","14,031","12,954"
"Bluffton town, South Carolina","","",""
"    Estimate","25,273","20,764","4,509"
"Charleston city, South Carolina","","",""
"    Estimate","141,023","107,623","33,400"
"Columbia city, South Carolina","","",""
"    Estimate","110,131","78,249","31,882"
"Conway city, South Carolina","","",""
"    Estimate","25,578","15,610","9,968"
"Easley city, South Carolina","","",""
"    Estimate","22,061","15,077","6,984"
"Five Forks CDP, South Carolina","","",""
"    Estimate","21,200","19,148","2,052"
"Florence city, South Carolina","","",""
"    Estimate","37,975","26,244","11,731"
"Fort Mill town, South Carolina","","",""
"    Estimate","21,996","19,474","2,522"
"Goose Creek city, South Carolina","","",""
"    Estimate","40,363","29,789","10,574"
"Greenville city, South Carolina","","",""
"    Estimate","69,062","51,005","18,057"
"Greenwood city, South Carolina","","",""
"    Estimate","24,213","12,775","11,438"
"Greer city, South Carolina","","",""
"    Estimate","35,832","24,397","11,435"
"Hanahan city, South Carolina","","",""
"    Estimate","26,299","20,224","6,075"
"Hilton Head Island town, South Carolina","","",""
"    Estimate","39,680","28,781","10,899"
"Lexington town, South Carolina","","",""
"    Estimate","24,330","20,454","3,876"
"Mauldin city, South Carolina","","",""
"    Estimate","25,334","18,332","7,002"
"Mount Pleasant town, South Carolina","","",""
"    Estimate","91,354","79,733","11,621"
"Myrtle Beach city, South Carolina","","",""
"    Estimate","34,638","20,339","14,299"
"North Augusta city, South Carolina","","",""
"    Estimate","19,763","14,963","4,800"
"North Charleston city, South Carolina","","",""
"    Estimate","115,614","72,939","42,675"
"North Myrtle Beach city, South Carolina","","",""
"    Estimate","24,123","15,696","8,427"
"Rock Hill city, South Carolina","","",""
"    Estimate","74,182","50,755","23,427"
"St. Andrews CDP, South Carolina","","",""
"    Estimate","25,307","12,631","12,676"
"Simpsonville city, South Carolina","","",""
"    Estimate","24,037","20,470","3,567"
"Socastee CDP, South Carolina","","",""
"    Estimate","26,216","11,860","14,356"
"Spartanburg city, South Carolina","","",""
"    Estimate","37,013","20,975","16,038"
"Summerville town, South Carolina","","",""
"    Estimate","56,124","40,270","15,854"
"Sumter city, South Carolina","","",""
"    Estimate","36,968","23,338","13,630"
"Taylors CDP, South Carolina","","",""
"    Estimate","23,583","16,693","6,890"
"Wade Hampton CDP, South Carolina","","",""
"    Estimate","21,056","13,593","7,463"
"Aberdeen city, South Dakota","","",""
"    Estimate","29,825","21,621","8,204"
"Brookings city, South Dakota","","",""
"    Estimate","25,469","20,174","5,295"
"Rapid City city, South Dakota","","",""
"    Estimate","75,357","52,038","23,319"
"Sioux Falls city, South Dakota","","",""
"    Estimate","181,012","139,524","41,488"
"Watertown city, South Dakota","","",""
"    Estimate","22,529","17,047","5,482"
"Bartlett city, Tennessee","","",""
"    Estimate","58,515","49,681","8,834"
"Brentwood city, Tennessee","","",""
"    Estimate","42,700","39,034","3,666"
"Bristol city, Tennessee","","",""
"    Estimate","26,883","16,783","10,100"
"Chattanooga city, Tennessee","","",""
"    Estimate","179,540","112,418","67,122"
"Clarksville city, Tennessee","","",""
"    Estimate","145,555","102,018","43,537"
"Cleveland city, Tennessee","","",""
"    Estimate","44,507","27,593","16,914"
"Collierville town, Tennessee","","",""
"    Estimate","50,930","45,028","5,902"
"Columbia city, Tennessee","","",""
"    Estimate","39,430","26,969","12,461"
"Cookeville city, Tennessee","","",""
"    Estimate","34,191","24,214","9,977"
"East Ridge city, Tennessee","","",""
"    Estimate","22,090","13,093","8,997"
"Farragut town, Tennessee","","",""
"    Estimate","21,082","19,651","1,431"
"Franklin city, Tennessee","","",""
"    Estimate","82,761","71,320","11,441"
"Gallatin city, Tennessee","","",""
"    Estimate","41,695","29,370","12,325"
"Germantown city, Tennessee","","",""
"    Estimate","39,074","35,331","3,743"
"Hendersonville city, Tennessee","","",""
"    Estimate","57,889","44,334","13,555"
"Jackson city, Tennessee","","",""
"    Estimate","65,906","35,015","30,891"
"Johnson City city, Tennessee","","",""
"    Estimate","66,888","44,992","21,896"
"Kingsport city, Tennessee","","",""
"    Estimate","52,981","34,266","18,715"
"Knoxville city, Tennessee","","",""
"    Estimate","186,061","117,606","68,455"
"La Vergne city, Tennessee","","",""
"    Estimate","35,703","23,523","12,180"
"Lebanon city, Tennessee","","",""
"    Estimate","35,489","24,069","11,420"
"Maryville city, Tennessee","","",""
"    Estimate","28,655","20,259","8,396"
"Memphis city, Tennessee","","",""
"    Estimate","641,553","356,835","284,718"
"Morristown city, Tennessee","","",""
"    Estimate","29,333","11,197","18,136"
"Mount Juliet city, Tennessee","","",""
"    Estimate","36,912","26,676","10,236"
"Murfreesboro city, Tennessee","","",""
"    Estimate","145,443","110,635","34,808"
"Nashville-Davidson metropolitan government (balance), Tennessee","","",""
"    Estimate","661,803","453,137","208,666"
"Oak Ridge city, Tennessee","","",""
"    Estimate","28,671","19,325","9,346"
"Sevierville city, Tennessee","","",""
"    Estimate","19,275","7,915","11,360"
"Shelbyville city, Tennessee","","",""
"    Estimate","25,846","14,445","11,401"
"Smyrna town, Tennessee","","",""
"    Estimate","50,950","33,055","17,895"
"Spring Hill city, Tennessee","","",""
"    Estimate","42,169","32,999","9,170"
"Abilene city, Texas","","",""
"    Estimate","110,398","70,658","39,740"
"Alice city, Texas","","",""
"    Estimate","19,193","10,453","8,740"
"Allen city, Texas","","",""
"    Estimate","105,425","89,273","16,152"
"Alvin city, Texas","","",""
"    Estimate","26,681","18,786","7,895"
"Amarillo city, Texas","","",""
"    Estimate","195,401","125,402","69,999"
"Anna city, Texas","","",""
"    Estimate","20,410","16,342","4,068"
"Arlington city, Texas","","",""
"    Estimate","397,531","244,135","153,396"
"Atascocita CDP, Texas","","",""
"    Estimate","80,691","66,231","14,460"
"Austin city, Texas","","",""
"    Estimate","973,687","708,038","265,649"
"Balch Springs city, Texas","","",""
"    Estimate","25,011","9,257","15,754"
"Baytown city, Texas","","",""
"    Estimate","76,397","43,326","33,071"
"Beaumont city, Texas","","",""
"    Estimate","115,260","64,973","50,287"
"Bedford city, Texas","","",""
"    Estimate","48,692","34,594","14,098"
"Belton city, Texas","","",""
"    Estimate","22,133","14,255","7,878"
"Benbrook city, Texas","","",""
"    Estimate","26,638","17,459","9,179"
"Big Spring city, Texas","","",""
"    Estimate","25,315","15,051","10,264"
"Brownsville city, Texas","","",""
"    Estimate","181,816","64,634","117,182"
"Bryan city, Texas","","",""
"    Estimate","82,536","48,744","33,792"
"Burleson city, Texas","","",""
"    Estimate","48,233","31,613","16,620"
"Canyon Lake CDP, Texas","","",""
"    Estimate","26,800","18,455","8,345"
"Carrollton city, Texas","","",""
"    Estimate","138,525","99,574","38,951"
"Cedar Hill city, Texas","","",""
"    Estimate","48,053","30,514","17,539"
"Cedar Park city, Texas","","",""
"    Estimate","77,175","65,162","12,013"
"Channelview CDP, Texas","","",""
"    Estimate","53,049","24,346","28,703"
"Cibolo city, Texas","","",""
"    Estimate","30,142","25,080","5,062"
"Cleburne city, Texas","","",""
"    Estimate","30,472","16,127","14,345"
"Cloverleaf CDP, Texas","","",""
"    Estimate","29,051","9,188","19,863"
"College Station city, Texas","","",""
"    Estimate","116,797","97,617","19,180"
"Colleyville city, Texas","","",""
"    Estimate","27,098","24,423","2,675"
"Conroe city, Texas","","",""
"    Estimate","89,765","51,109","38,656"
"Converse city, Texas","","",""
"    Estimate","27,229","16,723","10,506"
"Coppell city, Texas","","",""
"    Estimate","41,558","37,960","3,598"
"Copperas Cove city, Texas","","",""
"    Estimate","30,795","24,598","6,197"
"Corinth city, Texas","","",""
"    Estimate","22,578","18,222","4,356"
"Corpus Christi city, Texas","","",""
"    Estimate","321,073","185,958","135,115"
"Corsicana city, Texas","","",""
"    Estimate","23,517","12,751","10,766"
"Dallas city, Texas","","",""
"    Estimate","1,334,467","700,775","633,692"
"Deer Park city, Texas","","",""
"    Estimate","33,377","21,132","12,245"
"Del Rio city, Texas","","",""
"    Estimate","34,764","15,528","19,236"
"Denison city, Texas","","",""
"    Estimate","25,166","11,189","13,977"
"Denton city, Texas","","",""
"    Estimate","139,603","100,755","38,848"
"DeSoto city, Texas","","",""
"    Estimate","52,390","33,849","18,541"
"Duncanville city, Texas","","",""
"    Estimate","38,576","23,961","14,615"
"Eagle Pass city, Texas","","",""
"    Estimate","29,419","12,102","17,317"
"Edinburg city, Texas","","",""
"    Estimate","97,279","50,355","46,924"
"El Paso city, Texas","","",""
"    Estimate","665,149","347,259","317,890"
"Ennis city, Texas","","",""
"    Estimate","20,201","9,868","10,333"
"Euless city, Texas","","",""
"    Estimate","57,083","42,398","14,685"
"Farmers Branch city, Texas","","",""
"    Estimate","48,159","31,137","17,022"
"Flower Mound town, Texas","","",""
"    Estimate","83,043","69,936","13,107"
"Forney city, Texas","","",""
"    Estimate","27,242","22,958","4,284"
"Fort Hood CDP, Texas","","",""
"    Estimate","6,172","5,843","329"
"Fort Worth city, Texas","","",""
"    Estimate","901,919","544,497","357,422"
"Fresno CDP, Texas","","",""
"    Estimate","25,295","15,670","9,625"
"Friendswood city, Texas","","",""
"    Estimate","41,706","28,266","13,440"
"Frisco city, Texas","","",""
"    Estimate","200,103","172,486","27,617"
"Galveston city, Texas","","",""
"    Estimate","47,945","28,818","19,127"
"Garland city, Texas","","",""
"    Estimate","238,855","121,096","117,759"
"Georgetown city, Texas","","",""
"    Estimate","78,818","57,993","20,825"
"Grand Prairie city, Texas","","",""
"    Estimate","194,226","116,286","77,940"
"Grapevine city, Texas","","",""
"    Estimate","55,070","46,412","8,658"
"Greenville city, Texas","","",""
"    Estimate","28,062","16,472","11,590"
"Haltom City city, Texas","","",""
"    Estimate","43,757","19,704","24,053"
"Harker Heights city, Texas","","",""
"    Estimate","30,772","21,401","9,371"
"Harlingen city, Texas","","",""
"    Estimate","64,498","27,893","36,605"
"Horizon City city, Texas","","",""
"    Estimate","22,069","16,273","5,796"
"Houston city, Texas","","",""
"    Estimate","2,300,232","1,157,712","1,142,520"
"Huntsville city, Texas","","",""
"    Estimate","34,705","26,359","8,346"
"Hurst city, Texas","","",""
"    Estimate","38,390","24,949","13,441"
"Hutto city, Texas","","",""
"    Estimate","27,945","23,611","4,334"
"Irving city, Texas","","",""
"    Estimate","239,058","141,897","97,161"
"Keller city, Texas","","",""
"    Estimate","46,829","41,881","4,948"
"Kerrville city, Texas","","",""
"    Estimate","23,159","13,608","9,551"
"Killeen city, Texas","","",""
"    Estimate","141,338","87,690","53,648"
"Kingsville city, Texas","","",""
"    Estimate","25,560","15,984","9,576"
"Kyle city, Texas","","",""
"    Estimate","47,890","33,489","14,401"
"Lake Jackson city, Texas","","",""
"    Estimate","27,146","15,722","11,424"
"La Marque city, Texas","","",""
"    Estimate","21,416","13,155","8,261"
"Lancaster city, Texas","","",""
"    Estimate","38,743","22,914","15,829"
"La Porte city, Texas","","",""
"    Estimate","34,978","22,192","12,786"
"Laredo city, Texas","","",""
"    Estimate","261,830","120,439","141,391"
"League City city, Texas","","",""
"    Estimate","106,314","93,560","12,754"
"Leander city, Texas","","",""
"    Estimate","68,527","54,824","13,703"
"Lewisville city, Texas","","",""
"    Estimate","107,990","74,562","33,428"
"Little Elm city, Texas","","",""
"    Estimate","53,124","36,266","16,858"
"Longview city, Texas","","",""
"    Estimate","80,250","45,105","35,145"
"Lubbock city, Texas","","",""
"    Estimate","255,197","169,339","85,858"
"Lufkin city, Texas","","",""
"    Estimate","34,383","21,793","12,590"
"McAllen city, Texas","","",""
"    Estimate","142,224","66,119","76,105"
"McKinney city, Texas","","",""
"    Estimate","197,310","154,748","42,562"
"Mansfield city, Texas","","",""
"    Estimate","74,124","63,197","10,927"
"Marshall city, Texas","","",""
"    Estimate","20,131","9,911","10,220"
"Mesquite city, Texas","","",""
"    Estimate","140,205","75,196","65,009"
"Midland city, Texas","","",""
"    Estimate","145,021","105,831","39,190"
"Midlothian city, Texas","","",""
"    Estimate","33,534","25,952","7,582"
"Mission city, Texas","","",""
"    Estimate","83,897","36,138","47,759"
"Mission Bend CDP, Texas","","",""
"    Estimate","35,041","19,951","15,090"
"Missouri City city, Texas","","",""
"    Estimate","75,286","53,851","21,435"
"Murphy city, Texas","","",""
"    Estimate","24,291","19,505","4,786"
"Nacogdoches city, Texas","","",""
"    Estimate","32,203","22,163","10,040"
"New Braunfels city, Texas","","",""
"    Estimate","89,889","67,822","22,067"
"North Richland Hills city, Texas","","",""
"    Estimate","70,299","50,312","19,987"
"Odessa city, Texas","","",""
"    Estimate","122,026","84,307","37,719"
"Palestine city, Texas","","",""
"    Estimate","21,333","11,190","10,143"
"Paris city, Texas","","",""
"    Estimate","24,334","11,164","13,170"
"Pasadena city, Texas","","",""
"    Estimate","150,299","66,889","83,410"
"Pearland city, Texas","","",""
"    Estimate","130,546","110,367","20,179"
"Pecan Grove CDP, Texas","","",""
"    Estimate","21,296","19,173","2,123"
"Pflugerville city, Texas","","",""
"    Estimate","64,879","47,959","16,920"
"Pharr city, Texas","","",""
"    Estimate","79,115","23,299","55,816"
"Plainview city, Texas","","",""
"    Estimate","21,354","11,695","9,659"
"Plano city, Texas","","",""
"    Estimate","285,152","222,569","62,583"
"Port Arthur city, Texas","","",""
"    Estimate","53,701","20,226","33,475"
"Prosper town, Texas","","",""
"    Estimate","24,563","23,146","1,417"
"Richardson city, Texas","","",""
"    Estimate","120,714","88,219","32,495"
"Rockwall city, Texas","","",""
"    Estimate","45,608","34,351","11,257"
"Rosenberg city, Texas","","",""
"    Estimate","38,161","18,943","19,218"
"Round Rock city, Texas","","",""
"    Estimate","132,864","104,341","28,523"
"Rowlett city, Texas","","",""
"    Estimate","66,470","49,149","17,321"
"Sachse city, Texas","","",""
"    Estimate","22,770","18,465","4,305"
"Saginaw city, Texas","","",""
"    Estimate","24,031","18,522","5,509"
"San Angelo city, Texas","","",""
"    Estimate","93,062","65,462","27,600"
"San Antonio city, Texas","","",""
"    Estimate","1,528,917","891,305","637,612"
"San Benito city, Texas","","",""
"    Estimate","24,188","6,313","17,875"
"San Juan city, Texas","","",""
"    Estimate","36,690","10,025","26,665"
"San Marcos city, Texas","","",""
"    Estimate","63,967","46,169","17,798"
"Schertz city, Texas","","",""
"    Estimate","44,740","35,190","9,550"
"Seguin city, Texas","","",""
"    Estimate","29,289","15,998","13,291"
"Sherman city, Texas","","",""
"    Estimate","43,417","24,906","18,511"
"Sienna Plantation CDP, Texas","","",""
"    Estimate","26,938","22,484","4,454"
"Socorro city, Texas","","",""
"    Estimate","34,366","14,832","19,534"
"South Houston city, Texas","","",""
"    Estimate","20,876","6,121","14,755"
"Southlake city, Texas","","",""
"    Estimate","32,555","28,593","3,962"
"Spring CDP, Texas","","",""
"    Estimate","61,704","40,027","21,677"
"Stephenville city, Texas","","",""
"    Estimate","18,899","13,334","5,565"
"Sugar Land city, Texas","","",""
"    Estimate","118,329","97,265","21,064"
"Temple city, Texas","","",""
"    Estimate","76,200","47,205","28,995"
"Texarkana city, Texas","","",""
"    Estimate","34,507","20,407","14,100"
"Texas City city, Texas","","",""
"    Estimate","49,134","28,321","20,813"
"The Colony city, Texas","","",""
"    Estimate","44,433","36,260","8,173"
"The Woodlands CDP, Texas","","",""
"    Estimate","116,833","98,008","18,825"
"Timberwood Park CDP, Texas","","",""
"    Estimate","24,002","22,572","1,430"
"Tyler city, Texas","","",""
"    Estimate","104,815","69,627","35,188"
"Universal City city, Texas","","",""
"    Estimate","22,705","17,136","5,569"
"University Park city, Texas","","",""
"    Estimate","24,981","22,791","2,190"
"Uvalde city, Texas","","",""
"    Estimate","20,003","10,011","9,992"
"Victoria city, Texas","","",""
"    Estimate","66,038","37,570","28,468"
"Waco city, Texas","","",""
"    Estimate","135,966","84,440","51,526"
"Watauga city, Texas","","",""
"    Estimate","24,380","15,361","9,019"
"Waxahachie city, Texas","","",""
"    Estimate","37,235","27,554","9,681"
"Weatherford city, Texas","","",""
"    Estimate","32,492","18,622","13,870"
"Weslaco city, Texas","","",""
"    Estimate","40,973","18,663","22,310"
"West Odessa CDP, Texas","","",""
"    Estimate","26,659","14,046","12,613"
"West University Place city, Texas","","",""
"    Estimate","20,028","19,048","980"
"Wichita Falls city, Texas","","",""
"    Estimate","91,741","58,254","33,487"
"Wylie city, Texas","","",""
"    Estimate","52,503","36,240","16,263"
"American Fork city, Utah","","",""
"    Estimate","32,560","27,202","5,358"
"Bountiful city, Utah","","",""
"    Estimate","43,438","37,297","6,141"
"Brigham City city, Utah","","",""
"    Estimate","19,671","13,954","5,717"
"Cedar City city, Utah","","",""
"    Estimate","31,896","25,483","6,413"
"Clearfield city, Utah","","",""
"    Estimate","31,096","24,703","6,393"
"Clinton city, Utah","","",""
"    Estimate","27,621","22,831","4,790"
"Cottonwood Heights city, Utah","","",""
"    Estimate","33,794","27,613","6,181"
"Draper city, Utah","","",""
"    Estimate","46,394","42,159","4,235"
"Eagle Mountain city, Utah","","",""
"    Estimate","38,228","32,729","5,499"
"Farmington city, Utah","","",""
"    Estimate","24,353","21,500","2,853"
"Herriman city, Utah","","",""
"    Estimate","51,344","47,549","3,795"
"Holladay city, Utah","","",""
"    Estimate","30,086","24,012","6,074"
"Hurricane city, Utah","","",""
"    Estimate","23,623","16,728","6,895"
"Kaysville city, Utah","","",""
"    Estimate","32,402","28,979","3,423"
"Kearns, Utah","","",""
"    Estimate","36,326","23,723","12,603"
"Layton city, Utah","","",""
"    Estimate","77,008","60,431","16,577"
"Lehi city, Utah","","",""
"    Estimate","69,678","56,987","12,691"
"Logan city, Utah","","",""
"    Estimate","50,874","39,219","11,655"
"Magna, Utah","","",""
"    Estimate","26,845","18,505","8,340"
"Midvale city, Utah","","",""
"    Estimate","34,109","26,985","7,124"
"Millcreek city, Utah","","",""
"    Estimate","60,609","50,119","10,490"
"Murray city, Utah","","",""
"    Estimate","48,799","37,706","11,093"
"North Salt Lake city, Utah","","",""
"    Estimate","20,195","15,998","4,197"
"Ogden city, Utah","","",""
"    Estimate","85,947","59,990","25,957"
"Orem city, Utah","","",""
"    Estimate","97,426","72,526","24,900"
"Payson city, Utah","","",""
"    Estimate","21,853","16,483","5,370"
"Pleasant Grove city, Utah","","",""
"    Estimate","38,203","32,299","5,904"
"Provo city, Utah","","",""
"    Estimate","115,545","90,621","24,924"
"Riverton city, Utah","","",""
"    Estimate","44,337","38,277","6,060"
"Roy city, Utah","","",""
"    Estimate","39,486","33,949","5,537"
"St. George city, Utah","","",""
"    Estimate","89,018","62,792","26,226"
"Salt Lake City city, Utah","","",""
"    Estimate","199,601","151,254","48,347"
"Sandy city, Utah","","",""
"    Estimate","96,164","76,629","19,535"
"Saratoga Springs city, Utah","","",""
"    Estimate","33,288","29,975","3,313"
"South Jordan city, Utah","","",""
"    Estimate","76,585","67,574","9,011"
"South Ogden city, Utah","","",""
"    Estimate","21,402","15,229","6,173"
"South Salt Lake city, Utah","","",""
"    Estimate","24,372","17,388","6,984"
"Spanish Fork city, Utah","","",""
"    Estimate","40,092","33,344","6,748"
"Springville city, Utah","","",""
"    Estimate","33,122","25,432","7,690"
"Syracuse city, Utah","","",""
"    Estimate","31,266","28,222","3,044"
"Taylorsville city, Utah","","",""
"    Estimate","59,696","45,632","14,064"
"Tooele city, Utah","","",""
"    Estimate","35,725","27,498","8,227"
"Washington city, Utah","","",""
"    Estimate","29,140","20,505","8,635"
"West Jordan city, Utah","","",""
"    Estimate","115,827","88,668","27,159"
"West Valley City city, Utah","","",""
"    Estimate","134,920","85,585","49,335"
"Burlington city, Vermont","","",""
"    Estimate","42,296","32,690","9,606"
"South Burlington city, Vermont","","",""
"    Estimate","21,298","17,622","3,676"
"Alexandria city, Virginia","","",""
"    Estimate","155,298","123,682","31,616"
"Annandale CDP, Virginia","","",""
"    Estimate","41,244","25,181","16,063"
"Arlington CDP, Virginia","","",""
"    Estimate","231,652","201,741","29,911"
"Ashburn CDP, Virginia","","",""
"    Estimate","48,137","43,997","4,140"
"Bailey's Crossroads CDP, Virginia","","",""
"    Estimate","27,185","13,196","13,989"
"Blacksburg town, Virginia","","",""
"    Estimate","43,995","39,236","4,759"
"Brambleton CDP, Virginia","","",""
"    Estimate","20,713","18,986","1,727"
"Buckhall CDP, Virginia","","",""
"    Estimate","19,919","16,579","3,340"
"Burke CDP, Virginia","","",""
"    Estimate","40,261","36,415","3,846"
"Cave Spring CDP, Virginia","","",""
"    Estimate","27,112","20,936","6,176"
"Centreville CDP, Virginia","","",""
"    Estimate","66,373","55,131","11,242"
"Chantilly CDP, Virginia","","",""
"    Estimate","26,536","22,126","4,410"
"Charlottesville city, Virginia","","",""
"    Estimate","46,915","35,937","10,978"
"Cherry Hill CDP, Virginia","","",""
"    Estimate","19,910","14,975","4,935"
