"Label (Grouping)","Total:!!In labor force:!!Civilian labor force:","Total:!!In labor force:!!Civilian labor force:!!Employed","Total:!!In labor force:!!Civilian labor force:!!Unemployed"
"    Estimate","9,739","9,256","483"
"Ardmore city, Oklahoma","","",""
"    Estimate","12,072","11,445","627"
"Bartlesville city, Oklahoma","","",""
"    Estimate","17,206","16,595","611"
"Bethany city, Oklahoma","","",""
"    Estimate","9,648","9,390","258"
"Bixby city, Oklahoma","","",""
"    Estimate","14,918","14,496","422"
"Broken Arrow city, Oklahoma","","",""
"    Estimate","60,493","58,293","2,200"
"Duncan city, Oklahoma","","",""
"    Estimate","11,688","11,128","560"
"Edmond city, Oklahoma","","",""
"    Estimate","49,650","47,709","1,941"
"Enid city, Oklahoma","","",""
"    Estimate","23,265","22,673","592"
"Jenks city, Oklahoma","","",""
"    Estimate","13,063","12,151","912"
"Lawton city, Oklahoma","","",""
"    Estimate","38,949","35,835","3,114"
"Midwest City city, Oklahoma","","",""
"    Estimate","27,748","25,700","2,048"
"Moore city, Oklahoma","","",""
"    Estimate","34,687","32,973","1,714"
"Muskogee city, Oklahoma","","",""
"    Estimate","15,188","14,138","1,050"
"Mustang city, Oklahoma","","",""
"    Estimate","12,865","12,661","204"
"Norman city, Oklahoma","","",""
"    Estimate","64,032","61,843","2,189"
"Oklahoma City city, Oklahoma","","",""
"    Estimate","331,551","318,385","13,166"
"Owasso city, Oklahoma","","",""
"    Estimate","18,255","17,818","437"
"Ponca City city, Oklahoma","","",""
"    Estimate","10,692","10,166","526"
"Sand Springs city, Oklahoma","","",""
"    Estimate","10,082","9,921","161"
"Sapulpa city, Oklahoma","","",""
"    Estimate","10,511","10,161","350"
"Shawnee city, Oklahoma","","",""
"    Estimate","13,964","13,123","841"
"Stillwater city, Oklahoma","","",""
"    Estimate","25,071","24,363","708"
"Tulsa city, Oklahoma","","",""
"    Estimate","204,645","193,292","11,353"
"Yukon city, Oklahoma","","",""
"    Estimate","15,006","14,462","544"
"Albany city, Oregon","","",""
"    Estimate","29,207","28,410","797"
"Aloha CDP, Oregon","","",""
"    Estimate","30,598","29,393","1,205"
"Ashland city, Oregon","","",""
"    Estimate","9,801","9,248","553"
"Beaverton city, Oregon","","",""
"    Estimate","60,802","58,535","2,267"
"Bend city, Oregon","","",""
"    Estimate","55,304","52,992","2,312"
"Bethany CDP, Oregon","","",""
"    Estimate","14,578","14,061","517"
"Central Point city, Oregon","","",""
"    Estimate","9,493","9,307","186"
"Corvallis city, Oregon","","",""
"    Estimate","31,402","30,357","1,045"
"Eugene city, Oregon","","",""
"    Estimate","93,247","86,673","6,574"
"Forest Grove city, Oregon","","",""
"    Estimate","14,102","13,399","703"
"Grants Pass city, Oregon","","",""
"    Estimate","18,302","16,529","1,773"
"Gresham city, Oregon","","",""
"    Estimate","59,044","55,409","3,635"
"Happy Valley city, Oregon","","",""
"    Estimate","11,915","11,834","81"
"Hayesville CDP, Oregon","","",""
"    Estimate","11,090","10,350","740"
"Hillsboro city, Oregon","","",""
"    Estimate","57,878","55,742","2,136"
"Keizer city, Oregon","","",""
"    Estimate","17,926","16,817","1,109"
"Klamath Falls city, Oregon","","",""
"    Estimate","10,944","10,141","803"
"Lake Oswego city, Oregon","","",""
"    Estimate","17,794","16,536","1,258"
"Lebanon city, Oregon","","",""
"    Estimate","10,540","9,870","670"
"McMinnville city, Oregon","","",""
"    Estimate","18,216","17,156","1,060"
"Medford city, Oregon","","",""
"    Estimate","40,116","37,887","2,229"
"Milwaukie city, Oregon","","",""
"    Estimate","12,226","11,260","966"
"Newberg city, Oregon","","",""
"    Estimate","11,732","11,308","424"
"Oak Grove CDP, Oregon","","",""
"    Estimate","11,905","10,799","1,106"
"Oregon City city, Oregon","","",""
"    Estimate","21,606","20,082","1,524"
"Portland city, Oregon","","",""
"    Estimate","387,895","372,977","14,918"
"Redmond city, Oregon","","",""
"    Estimate","16,967","15,525","1,442"
"Roseburg city, Oregon","","",""
"    Estimate","12,602","11,922","680"
"Salem city, Oregon","","",""
"    Estimate","84,675","79,021","5,654"
"Springfield city, Oregon","","",""
"    Estimate","35,967","33,954","2,013"
"Tigard city, Oregon","","",""
"    Estimate","31,337","30,208","1,129"
"Tualatin city, Oregon","","",""
"    Estimate","14,860","14,704","156"
"West Linn city, Oregon","","",""
"    Estimate","13,652","12,622","1,030"
"Wilsonville city, Oregon","","",""
"    Estimate","13,643","13,239","404"
"Woodburn city, Oregon","","",""
"    Estimate","14,244","12,779","1,465"
"Allentown city, Pennsylvania","","",""
"    Estimate","59,320","54,352","4,968"
"Allison Park CDP, Pennsylvania","","",""
"    Estimate","12,542","11,699","843"
"Altoona city, Pennsylvania","","",""
"    Estimate","20,270","19,284","986"
"Baldwin borough, Pennsylvania","","",""
"    Estimate","10,676","10,108","568"
"Bethel Park municipality, Pennsylvania","","",""
"    Estimate","17,464","16,438","1,026"
"Bethlehem city, Pennsylvania","","",""
"    Estimate","39,552","37,385","2,167"
"Carlisle borough, Pennsylvania","","",""
"    Estimate","10,319","10,076","243"
"Chambersburg borough, Pennsylvania","","",""
"    Estimate","12,742","12,550","192"
"Chester city, Pennsylvania","","",""
"    Estimate","14,476","13,030","1,446"
"Drexel Hill CDP, Pennsylvania","","",""
"    Estimate","14,291","13,615","676"
"Easton city, Pennsylvania","","",""
"    Estimate","13,132","12,333","799"
"Erie city, Pennsylvania","","",""
"    Estimate","43,797","40,385","3,412"
"Harrisburg city, Pennsylvania","","",""
"    Estimate","24,102","22,871","1,231"
"Hazleton city, Pennsylvania","","",""
"    Estimate","12,253","11,305","948"
"King of Prussia CDP, Pennsylvania","","",""
"    Estimate","14,177","13,886","291"
"Lancaster city, Pennsylvania","","",""
"    Estimate","32,881","31,451","1,430"
"Lebanon city, Pennsylvania","","",""
"    Estimate","13,136","12,509","627"
"Levittown CDP, Pennsylvania","","",""
"    Estimate","26,234","25,418","816"
"Monroeville municipality, Pennsylvania","","",""
"    Estimate","13,958","12,830","1,128"
"Murrysville municipality, Pennsylvania","","",""
"    Estimate","9,820","9,584","236"
"New Castle city, Pennsylvania","","",""
"    Estimate","9,586","8,452","1,134"
"Norristown borough, Pennsylvania","","",""
"    Estimate","19,107","18,019","1,088"
"Philadelphia city, Pennsylvania","","",""
"    Estimate","789,736","724,956","64,780"
"Pittsburgh city, Pennsylvania","","",""
"    Estimate","171,745","162,664","9,081"
"Plum borough, Pennsylvania","","",""
"    Estimate","14,305","14,036","269"
"Pottstown borough, Pennsylvania","","",""
"    Estimate","13,555","12,625","930"
"Reading city, Pennsylvania","","",""
"    Estimate","41,115","37,584","3,531"
"Scranton city, Pennsylvania","","",""
"    Estimate","37,098","34,935","2,163"
"State College borough, Pennsylvania","","",""
"    Estimate","18,976","17,773","1,203"
"Upper St. Clair CDP, Pennsylvania","","",""
"    Estimate","10,967","10,515","452"
"West Chester borough, Pennsylvania","","",""
"    Estimate","14,827","13,978","849"
"Wilkes-Barre city, Pennsylvania","","",""
"    Estimate","19,797","18,390","1,407"
"Williamsport city, Pennsylvania","","",""
"    Estimate","12,250","11,568","682"
"York city, Pennsylvania","","",""
"    Estimate","21,098","19,217","1,881"
"Central Falls city, Rhode Island","","",""
"    Estimate","10,166","9,170","996"
"Cranston city, Rhode Island","","",""
"    Estimate","40,694","39,828","866"
"East Providence city, Rhode Island","","",""
"    Estimate","24,928","24,392","536"
"Newport city, Rhode Island","","",""
"    Estimate","12,613","11,961","652"
"Pawtucket city, Rhode Island","","",""
"    Estimate","40,484","38,503","1,981"
"Providence city, Rhode Island","","",""
"    Estimate","95,736","89,143","6,593"
"Warwick city, Rhode Island","","",""
"    Estimate","46,511","45,584","927"
"Woonsocket city, Rhode Island","","",""
"    Estimate","22,575","21,203","1,372"
"Aiken city, South Carolina","","",""
"    Estimate","13,264","12,903","361"
"Anderson city, South Carolina","","",""
"    Estimate","12,737","11,888","849"
"Bluffton town, South Carolina","","",""
"    Estimate","12,072","11,958","114"
"Charleston city, South Carolina","","",""
"    Estimate","77,553","75,475","2,078"
"Columbia city, South Carolina","","",""
"    Estimate","58,057","55,615","2,442"
"Conway city, South Carolina","","",""
"    Estimate","11,651","11,122","529"
"Easley city, South Carolina","","",""
"    Estimate","12,485","11,859","626"
"Five Forks CDP, South Carolina","","",""
"    Estimate","10,337","9,714","623"
"Florence city, South Carolina","","",""
"    Estimate","17,291","16,258","1,033"
"Fort Mill town, South Carolina","","",""
"    Estimate","10,698","10,519","179"
"Goose Creek city, South Carolina","","",""
"    Estimate","20,267","19,481","786"
"Greenville city, South Carolina","","",""
"    Estimate","40,669","39,389","1,280"
"Greenwood city, South Carolina","","",""
"    Estimate","10,905","10,393","512"
"Greer city, South Carolina","","",""
"    Estimate","18,898","18,614","284"
"Hanahan city, South Carolina","","",""
"    Estimate","13,971","13,564","407"
"Hilton Head Island town, South Carolina","","",""
"    Estimate","17,960","17,505","455"
"Lexington town, South Carolina","","",""
"    Estimate","12,033","11,790","243"
"Mauldin city, South Carolina","","",""
"    Estimate","13,558","12,898","660"
"Mount Pleasant town, South Carolina","","",""
"    Estimate","51,062","50,272","790"
"Myrtle Beach city, South Carolina","","",""
"    Estimate","17,930","17,374","556"
"North Augusta city, South Carolina","","",""
"    Estimate","10,298","9,764","534"
"North Charleston city, South Carolina","","",""
"    Estimate","62,675","60,985","1,690"
"North Myrtle Beach city, South Carolina","","",""
"    Estimate","11,395","9,841","1,554"
"Rock Hill city, South Carolina","","",""
"    Estimate","42,535","41,238","1,297"
"St. Andrews CDP, South Carolina","","",""
"    Estimate","14,451","13,061","1,390"
"Simpsonville city, South Carolina","","",""
"    Estimate","13,731","13,479","252"
"Socastee CDP, South Carolina","","",""
"    Estimate","14,360","13,355","1,005"
"Spartanburg city, South Carolina","","",""
"    Estimate","16,961","15,415","1,546"
"Summerville town, South Carolina","","",""
"    Estimate","30,733","28,740","1,993"
"Sumter city, South Carolina","","",""
"    Estimate","16,783","15,433","1,350"
"Taylors CDP, South Carolina","","",""
"    Estimate","12,799","11,755","1,044"
"Wade Hampton CDP, South Carolina","","",""
"    Estimate","12,114","11,410","704"
"Aberdeen city, South Dakota","","",""
"    Estimate","18,053","17,373","680"
"Brookings city, South Dakota","","",""
"    Estimate","15,320","14,559","761"
"Rapid City city, South Dakota","","",""
"    Estimate","39,315","37,030","2,285"
"Sioux Falls city, South Dakota","","",""
"    Estimate","105,288","103,088","2,200"
"Watertown city, South Dakota","","",""
"    Estimate","13,081","13,081","0"
"Bartlett city, Tennessee","","",""
"    Estimate","31,484","30,088","1,396"
"Brentwood city, Tennessee","","",""
"    Estimate","20,515","20,018","497"
"Bristol city, Tennessee","","",""
"    Estimate","11,383","10,764","619"
"Chattanooga city, Tennessee","","",""
"    Estimate","98,906","92,729","6,177"
"Clarksville city, Tennessee","","",""
"    Estimate","68,344","63,905","4,439"
"Cleveland city, Tennessee","","",""
"    Estimate","23,066","21,773","1,293"
"Collierville town, Tennessee","","",""
"    Estimate","25,577","25,299","278"
"Columbia city, Tennessee","","",""
"    Estimate","22,002","21,484","518"
"Cookeville city, Tennessee","","",""
"    Estimate","15,085","13,846","1,239"
"East Ridge city, Tennessee","","",""
"    Estimate","10,862","10,411","451"
"Farragut town, Tennessee","","",""
"    Estimate","10,254","10,203","51"
"Franklin city, Tennessee","","",""
"    Estimate","46,893","46,265","628"
"Gallatin city, Tennessee","","",""
"    Estimate","21,431","20,809","622"
"Germantown city, Tennessee","","",""
"    Estimate","21,139","20,811","328"
"Hendersonville city, Tennessee","","",""
"    Estimate","32,500","32,072","428"
"Jackson city, Tennessee","","",""
"    Estimate","30,862","28,988","1,874"
"Johnson City city, Tennessee","","",""
"    Estimate","36,234","34,844","1,390"
"Kingsport city, Tennessee","","",""
"    Estimate","25,139","24,433","706"
"Knoxville city, Tennessee","","",""
"    Estimate","98,015","93,683","4,332"
"La Vergne city, Tennessee","","",""
"    Estimate","19,998","19,506","492"
"Lebanon city, Tennessee","","",""
"    Estimate","18,219","17,524","695"
"Maryville city, Tennessee","","",""
"    Estimate","13,515","12,720","795"
"Memphis city, Tennessee","","",""
"    Estimate","321,699","297,579","24,120"
"Morristown city, Tennessee","","",""
"    Estimate","12,912","12,202","710"
"Mount Juliet city, Tennessee","","",""
"    Estimate","19,907","19,180","727"
"Murfreesboro city, Tennessee","","",""
"    Estimate","83,220","81,103","2,117"
"Nashville-Davidson metropolitan government (balance), Tennessee","","",""
"    Estimate","395,686","380,412","15,274"
"Oak Ridge city, Tennessee","","",""
"    Estimate","12,913","12,063","850"
"Sevierville city, Tennessee","","",""
"    Estimate","10,644","10,343","301"
"Shelbyville city, Tennessee","","",""
"    Estimate","12,753","12,161","592"
"Smyrna town, Tennessee","","",""
"    Estimate","27,739","26,437","1,302"
"Spring Hill city, Tennessee","","",""
"    Estimate","21,448","21,448","0"
"Abilene city, Texas","","",""
"    Estimate","54,968","53,902","1,066"
"Alice city, Texas","","",""
"    Estimate","7,334","7,110","224"
"Allen city, Texas","","",""
"    Estimate","57,626","54,126","3,500"
"Alvin city, Texas","","",""
"    Estimate","13,600","13,181","419"
"Amarillo city, Texas","","",""
"    Estimate","97,842","94,322","3,520"
"Anna city, Texas","","",""
"    Estimate","","",""
"Arlington city, Texas","","",""
"    Estimate","211,836","200,138","11,698"
"Atascocita CDP, Texas","","",""
"    Estimate","42,625","41,344","1,281"
"Austin city, Texas","","",""
"    Estimate","597,870","577,370","20,500"
"Balch Springs city, Texas","","",""
"    Estimate","14,000","13,238","762"
"Baytown city, Texas","","",""
"    Estimate","35,765","33,839","1,926"
"Beaumont city, Texas","","",""
"    Estimate","55,606","53,917","1,689"
"Bedford city, Texas","","",""
"    Estimate","27,850","27,127","723"
"Belton city, Texas","","",""
"    Estimate","9,693","9,638","55"
"Benbrook city, Texas","","",""
"    Estimate","13,594","13,117","477"
"Big Spring city, Texas","","",""
"    Estimate","12,262","11,710","552"
"Brownsville city, Texas","","",""
"    Estimate","79,778","75,956","3,822"
"Bryan city, Texas","","",""
"    Estimate","43,373","42,661","712"
"Burleson city, Texas","","",""
"    Estimate","27,384","26,448","936"
"Canyon Lake CDP, Texas","","",""
"    Estimate","12,373","11,983","390"
"Carrollton city, Texas","","",""
"    Estimate","85,167","82,630","2,537"
"Cedar Hill city, Texas","","",""
"    Estimate","24,905","23,413","1,492"
"Cedar Park city, Texas","","",""
"    Estimate","44,017","42,317","1,700"
"Channelview CDP, Texas","","",""
"    Estimate","25,527","24,001","1,526"
"Cibolo city, Texas","","",""
"    Estimate","15,344","14,721","623"
"Cleburne city, Texas","","",""
"    Estimate","13,920","13,396","524"
"Cloverleaf CDP, Texas","","",""
"    Estimate","12,299","11,524","775"
"College Station city, Texas","","",""
"    Estimate","60,603","57,872","2,731"
"Colleyville city, Texas","","",""
"    Estimate","13,784","12,761","1,023"
"Conroe city, Texas","","",""
"    Estimate","46,632","45,749","883"
"Converse city, Texas","","",""
"    Estimate","12,908","12,121","787"
"Coppell city, Texas","","",""
"    Estimate","22,649","22,210","439"
"Copperas Cove city, Texas","","",""
"    Estimate","14,492","13,681","811"
"Corinth city, Texas","","",""
"    Estimate","14,054","13,633","421"
"Corpus Christi city, Texas","","",""
"    Estimate","157,138","148,639","8,499"
"Corsicana city, Texas","","",""
"    Estimate","11,829","11,741","88"
"Dallas city, Texas","","",""
"    Estimate","714,914","681,944","32,970"
"Deer Park city, Texas","","",""
"    Estimate","17,223","16,348","875"
"Del Rio city, Texas","","",""
"    Estimate","16,101","15,968","133"
"Denison city, Texas","","",""
"    Estimate","10,537","9,817","720"
"Denton city, Texas","","",""
"    Estimate","79,970","77,464","2,506"
"DeSoto city, Texas","","",""
"    Estimate","27,467","24,690","2,777"
"Duncanville city, Texas","","",""
"    Estimate","17,480","15,830","1,650"
"Eagle Pass city, Texas","","",""
"    Estimate","12,656","11,766","890"
"Edinburg city, Texas","","",""
"    Estimate","48,283","44,059","4,224"
"El Paso city, Texas","","",""
"    Estimate","316,408","298,329","18,079"
"Ennis city, Texas","","",""
"    Estimate","11,047","10,440","607"
"Euless city, Texas","","",""
"    Estimate","34,936","33,730","1,206"
"Farmers Branch city, Texas","","",""
"    Estimate","31,000","30,042","958"
"Flower Mound town, Texas","","",""
"    Estimate","46,246","44,889","1,357"
"Forney city, Texas","","",""
"    Estimate","15,370","14,942","428"
"Fort Hood CDP, Texas","","",""
"    Estimate","3,199","2,796","403"
"Fort Worth city, Texas","","",""
"    Estimate","468,257","445,986","22,271"
"Fresno CDP, Texas","","",""
"    Estimate","13,884","12,882","1,002"
"Friendswood city, Texas","","",""
"    Estimate","22,055","20,355","1,700"
"Frisco city, Texas","","",""
"    Estimate","108,034","104,174","3,860"
"Galveston city, Texas","","",""
"    Estimate","25,756","23,664","2,092"
"Garland city, Texas","","",""
"    Estimate","125,260","119,718","5,542"
"Georgetown city, Texas","","",""
"    Estimate","35,835","33,844","1,991"
"Grand Prairie city, Texas","","",""
"    Estimate","102,572","98,803","3,769"
"Grapevine city, Texas","","",""
"    Estimate","35,063","33,507","1,556"
"Greenville city, Texas","","",""
"    Estimate","13,564","12,844","720"
"Haltom City city, Texas","","",""
"    Estimate","22,084","20,952","1,132"
"Harker Heights city, Texas","","",""
"    Estimate","12,898","12,036","862"
"Harlingen city, Texas","","",""
"    Estimate","27,156","26,158","998"
"Horizon City city, Texas","","",""
"    Estimate","11,383","11,383","0"
"Houston city, Texas","","",""
"    Estimate","1,200,701","1,136,407","64,294"
"Huntsville city, Texas","","",""
"    Estimate","18,669","18,282","387"
"Hurst city, Texas","","",""
"    Estimate","17,742","17,352","390"
"Hutto city, Texas","","",""
"    Estimate","15,944","14,729","1,215"
"Irving city, Texas","","",""
"    Estimate","134,104","129,229","4,875"
"Keller city, Texas","","",""
"    Estimate","25,304","24,490","814"
"Kerrville city, Texas","","",""
"    Estimate","10,261","9,787","474"
"Killeen city, Texas","","",""
"    Estimate","66,968","58,852","8,116"
"Kingsville city, Texas","","",""
"    Estimate","12,671","11,644","1,027"
"Kyle city, Texas","","",""
"    Estimate","25,431","24,615","816"
"Lake Jackson city, Texas","","",""
"    Estimate","14,672","14,208","464"
"La Marque city, Texas","","",""
"    Estimate","10,473","9,856","617"
"Lancaster city, Texas","","",""
"    Estimate","21,127","19,618","1,509"
"La Porte city, Texas","","",""
"    Estimate","19,753","18,213","1,540"
"Laredo city, Texas","","",""
"    Estimate","117,906","112,614","5,292"
"League City city, Texas","","",""
"    Estimate","58,366","56,917","1,449"
"Leander city, Texas","","",""
"    Estimate","37,249","35,640","1,609"
"Lewisville city, Texas","","",""
"    Estimate","66,005","64,326","1,679"
"Little Elm city, Texas","","",""
"    Estimate","28,011","27,053","958"
"Longview city, Texas","","",""
"    Estimate","39,314","38,344","970"
"Lubbock city, Texas","","",""
"    Estimate","133,238","130,173","3,065"
"Lufkin city, Texas","","",""
"    Estimate","17,891","17,462","429"
"McAllen city, Texas","","",""
"    Estimate","69,579","65,175","4,404"
"McKinney city, Texas","","",""
"    Estimate","103,991","101,680","2,311"
"Mansfield city, Texas","","",""
"    Estimate","37,830","36,408","1,422"
"Marshall city, Texas","","",""
"    Estimate","8,803","8,031","772"
"Mesquite city, Texas","","",""
"    Estimate","74,534","71,909","2,625"
"Midland city, Texas","","",""
"    Estimate","77,162","75,826","1,336"
"Midlothian city, Texas","","",""
"    Estimate","17,990","17,338","652"
"Mission city, Texas","","",""
"    Estimate","37,747","34,677","3,070"
"Mission Bend CDP, Texas","","",""
"    Estimate","17,188","16,428","760"
"Missouri City city, Texas","","",""
"    Estimate","40,841","38,326","2,515"
"Murphy city, Texas","","",""
"    Estimate","10,590","10,309","281"
"Nacogdoches city, Texas","","",""
"    Estimate","17,067","15,854","1,213"
"New Braunfels city, Texas","","",""
"    Estimate","47,744","46,626","1,118"
"North Richland Hills city, Texas","","",""
"    Estimate","37,679","36,477","1,202"
"Odessa city, Texas","","",""
"    Estimate","61,189","59,591","1,598"
"Palestine city, Texas","","",""
"    Estimate","10,425","9,889","536"
"Paris city, Texas","","",""
"    Estimate","11,858","11,381","477"
"Pasadena city, Texas","","",""
"    Estimate","73,628","65,993","7,635"
"Pearland city, Texas","","",""
"    Estimate","69,577","68,150","1,427"
"Pecan Grove CDP, Texas","","",""
"    Estimate","","",""
"Pflugerville city, Texas","","",""
"    Estimate","38,272","36,105","2,167"
"Pharr city, Texas","","",""
"    Estimate","28,675","27,085","1,590"
"Plainview city, Texas","","",""
"    Estimate","10,373","9,728","645"
"Plano city, Texas","","",""
"    Estimate","161,348","154,610","6,738"
"Port Arthur city, Texas","","",""
"    Estimate","20,847","20,179","668"
"Prosper town, Texas","","",""
"    Estimate","11,940","11,782","158"
"Richardson city, Texas","","",""
"    Estimate","66,236","64,323","1,913"
"Rockwall city, Texas","","",""
"    Estimate","25,719","24,751","968"
"Rosenberg city, Texas","","",""
"    Estimate","20,133","19,695","438"
"Round Rock city, Texas","","",""
"    Estimate","77,869","74,879","2,990"
"Rowlett city, Texas","","",""
"    Estimate","38,686","37,243","1,443"
"Sachse city, Texas","","",""
"    Estimate","12,406","11,997","409"
"Saginaw city, Texas","","",""
"    Estimate","11,606","11,313","293"
"San Angelo city, Texas","","",""
"    Estimate","49,263","48,014","1,249"
"San Antonio city, Texas","","",""
"    Estimate","783,212","745,940","37,272"
"San Benito city, Texas","","",""
"    Estimate","8,992","8,476","516"
"San Juan city, Texas","","",""
"    Estimate","15,766","14,599","1,167"
"San Marcos city, Texas","","",""
"    Estimate","39,777","37,850","1,927"
"Schertz city, Texas","","",""
"    Estimate","22,681","21,524","1,157"
"Seguin city, Texas","","",""
"    Estimate","15,196","14,645","551"
"Sherman city, Texas","","",""
"    Estimate","23,776","22,570","1,206"
"Sienna Plantation CDP, Texas","","",""
"    Estimate","14,890","13,745","1,145"
"Socorro city, Texas","","",""
"    Estimate","14,307","13,586","721"
"South Houston city, Texas","","",""
"    Estimate","9,636","8,551","1,085"
"Southlake city, Texas","","",""
"    Estimate","12,360","12,120","240"
"Spring CDP, Texas","","",""
"    Estimate","35,758","32,953","2,805"
"Stephenville city, Texas","","",""
"    Estimate","9,813","8,600","1,213"
"Sugar Land city, Texas","","",""
"    Estimate","63,282","60,567","2,715"
"Temple city, Texas","","",""
"    Estimate","35,981","33,485","2,496"
"Texarkana city, Texas","","",""
"    Estimate","15,263","14,339","924"
"Texas City city, Texas","","",""
"    Estimate","23,238","21,169","2,069"
"The Colony city, Texas","","",""
"    Estimate","27,139","26,588","551"
"The Woodlands CDP, Texas","","",""
"    Estimate","58,344","55,245","3,099"
"Timberwood Park CDP, Texas","","",""
"    Estimate","11,852","11,536","316"
"Tyler city, Texas","","",""
"    Estimate","54,914","51,792","3,122"
"Universal City city, Texas","","",""
"    Estimate","12,200","11,746","454"
"University Park city, Texas","","",""
"    Estimate","11,099","10,764","335"
"Uvalde city, Texas","","",""
"    Estimate","8,208","8,208","0"
"Victoria city, Texas","","",""
"    Estimate","33,048","31,403","1,645"
"Waco city, Texas","","",""
"    Estimate","65,439","63,504","1,935"
"Watauga city, Texas","","",""
"    Estimate","14,195","14,082","113"
"Waxahachie city, Texas","","",""
"    Estimate","19,311","18,317","994"
"Weatherford city, Texas","","",""
"    Estimate","14,421","13,691","730"
"Weslaco city, Texas","","",""
"    Estimate","17,578","17,171","407"
"West Odessa CDP, Texas","","",""
"    Estimate","12,980","12,803","177"
"West University Place city, Texas","","",""
"    Estimate","8,050","7,819","231"
"Wichita Falls city, Texas","","",""
"    Estimate","47,664","45,578","2,086"
"Wylie city, Texas","","",""
"    Estimate","31,983","30,327","1,656"
"American Fork city, Utah","","",""
"    Estimate","16,777","16,196","581"
"Bountiful city, Utah","","",""
"    Estimate","20,938","20,644","294"
"Brigham City city, Utah","","",""
"    Estimate","8,932","8,605","327"
"Cedar City city, Utah","","",""
"    Estimate","15,867","15,742","125"
"Clearfield city, Utah","","",""
"    Estimate","15,807","15,475","332"
"Clinton city, Utah","","",""
"    Estimate","13,317","12,948","369"
"Cottonwood Heights city, Utah","","",""
"    Estimate","19,544","19,117","427"
"Draper city, Utah","","",""
"    Estimate","21,654","21,369","285"
"Eagle Mountain city, Utah","","",""
"    Estimate","16,127","15,748","379"
"Farmington city, Utah","","",""
"    Estimate","12,302","12,115","187"
"Herriman city, Utah","","",""
"    Estimate","24,624","23,203","1,421"
"Holladay city, Utah","","",""
"    Estimate","14,832","14,596","236"
"Hurricane city, Utah","","",""
"    Estimate","10,418","10,167","251"
"Kaysville city, Utah","","",""
"    Estimate","14,615","14,297","318"
"Kearns, Utah","","",""
"    Estimate","19,181","18,389","792"
"Layton city, Utah","","",""
"    Estimate","40,445","39,141","1,304"
"Lehi city, Utah","","",""
"    Estimate","29,290","27,978","1,312"
"Logan city, Utah","","",""
"    Estimate","29,382","28,837","545"
"Magna, Utah","","",""
"    Estimate","14,248","13,561","687"
"Midvale city, Utah","","",""
"    Estimate","22,381","21,575","806"
"Millcreek city, Utah","","",""
"    Estimate","34,089","33,350","739"
"Murray city, Utah","","",""
"    Estimate","30,283","29,944","339"
"North Salt Lake city, Utah","","",""
"    Estimate","11,237","11,100","137"
"Ogden city, Utah","","",""
"    Estimate","47,726","46,007","1,719"
"Orem city, Utah","","",""
"    Estimate","52,417","49,980","2,437"
"Payson city, Utah","","",""
"    Estimate","12,557","12,053","504"
"Pleasant Grove city, Utah","","",""
"    Estimate","19,242","18,745","497"
"Provo city, Utah","","",""
"    Estimate","72,910","69,657","3,253"
"Riverton city, Utah","","",""
"    Estimate","23,384","22,812","572"
"Roy city, Utah","","",""
"    Estimate","21,412","21,004","408"
"St. George city, Utah","","",""
"    Estimate","38,735","37,838","897"
"Salt Lake City city, Utah","","",""
"    Estimate","121,517","117,876","3,641"
"Sandy city, Utah","","",""
"    Estimate","50,167","48,895","1,272"
"Saratoga Springs city, Utah","","",""
"    Estimate","14,909","14,766","143"
"South Jordan city, Utah","","",""
"    Estimate","38,214","37,254","960"
"South Ogden city, Utah","","",""
"    Estimate","10,928","10,750","178"
"South Salt Lake city, Utah","","",""
"    Estimate","17,130","15,443","1,687"
"Spanish Fork city, Utah","","",""
"    Estimate","19,591","19,376","215"
"Springville city, Utah","","",""
"    Estimate","14,892","14,783","109"
"Syracuse city, Utah","","",""
"    Estimate","15,955","15,650","305"
"Taylorsville city, Utah","","",""
"    Estimate","34,691","33,902","789"
"Tooele city, Utah","","",""
"    Estimate","18,882","17,726","1,156"
"Washington city, Utah","","",""
"    Estimate","15,162","15,026","136"
"West Jordan city, Utah","","",""
"    Estimate","64,640","61,528","3,112"
"West Valley City city, Utah","","",""
"    Estimate","72,047","68,054","3,993"
"Burlington city, Vermont","","",""
"    Estimate","26,186","24,546","1,640"
"South Burlington city, Vermont","","",""
"    Estimate","13,813","13,022","791"
"Alexandria city, Virginia","","",""
"    Estimate","102,362","99,391","2,971"
"Annandale CDP, Virginia","","",""
"    Estimate","22,663","21,597","1,066"
"Arlington CDP, Virginia","","",""
"    Estimate","149,942","146,582","3,360"
"Ashburn CDP, Virginia","","",""
"    Estimate","26,212","25,210","1,002"
"Bailey's Crossroads CDP, Virginia","","",""
"    Estimate","12,753","11,716","1,037"
"Blacksburg town, Virginia","","",""
"    Estimate","19,135","17,680","1,455"
"Brambleton CDP, Virginia","","",""
"    Estimate","12,965","12,884","81"
"Buckhall CDP, Virginia","","",""
"    Estimate","11,167","10,934","233"
"Burke CDP, Virginia","","",""
"    Estimate","20,504","19,267","1,237"
"Cave Spring CDP, Virginia","","",""
"    Estimate","14,570","14,294","276"
"Centreville CDP, Virginia","","",""
"    Estimate","41,733","40,374","1,359"
"Chantilly CDP, Virginia","","",""
"    Estimate","14,553","14,313","240"
"Charlottesville city, Virginia","","",""
